index,frame,latitude,longitude,magnitude
180,2,19.9803,145.0811,4.1
181,2,19.9265,145.3765,5
182,2,19.923,145.4694,4.8
183,2,56.3815,-34.0248,4.7
184,2,-5.1758,102.8473,4.5
185,2,26.1499,140.6645,4.3
186,2,-56.0575,-27.8881,4.9
187,2,38.237,74.0407,4
188,2,37.7958,137.8096,4.8
189,2,0.708,100.474,4.3
190,2,33.2551,76.7872,4.5
191,2,-52.3954,27.9066,5.1
192,2,40.2844,141.1233,4.1
193,2,69.4925,-144.1607,2.7
194,2,32.4277,141.8616,4.3
195,2,52.5166,-132.6435,4.1
196,2,37.4364,137.1541,4.6
197,2,33.2146667,-115.5651667,2.69
198,2,10.0148,126.0296,4.4
199,2,33.2151667,-115.5626667,2.53
200,2,37.3572,137.0154,3.8
201,2,27.4879,-111.3862,4.5
202,2,16.9728,146.0802,4.5
203,2,31.3134,-114.263,4
204,2,-35.5272,-103.9478,4.7
205,2,31.566,-104.144,3.1
206,2,58.226,-151.489,2.8
207,2,5.5484,125.0908,4.4
208,2,67.5719,-148.4552,2.9
209,2,31.3268,-114.2989,3
210,2,-52.2827,28.1043,4.5
211,2,33.6836,141.825,4.4
212,2,64.1369,-22.0235,4.4
213,2,31.3512,-114.3575,3.3
214,2,37.1549,136.7757,4.2
215,2,31.3644,-114.3433,2.7
216,2,53.4419,-164.5884,3.1
217,2,39.1672,142.7952,4.5
218,2,37.3248,136.9172,4.7
219,2,19.1125,-64.627,3.72
220,2,36.6249,71.4376,4.9
221,2,52.8872,-168.5749,3.7
222,2,-0.248,123.6555,4.4
223,2,-21.4626,-68.8772,4.5
224,2,37.742,137.7262,4.3
225,2,-17.5587,167.9629,4.6
226,2,51.4814,16.2446,4.2
227,2,-28.4508,-68.8167,5.5
228,2,37.2985,136.9617,4.1
229,2,7.629,136.6719,4.5
230,2,-4.554,152.2132,4.5
231,2,-20.131,-177.7672,4.2
232,2,52.3562,-170.5282,4.1
233,2,-7.4041,120.1047,4.3
234,2,17.87383333,-66.86316667,2.77
235,2,37.5186,137.4428,4.2
236,2,-21.1327,-178.4722,4.3
237,2,5.3784,127.722,4.2
238,2,-22.2967,-179.8,4.2
239,2,17.95466667,-66.65483333,2.55
240,2,62.7046,-149.7797,2.5
241,2,37.6306,137.493,4.2
242,2,37.6257,137.559,4.9
243,2,37.2477,136.7204,4
244,2,33.6956667,-115.9555,2.85
245,2,-18.9782,-69.4112,4.5
246,2,31.598,-103.949,3.5
247,2,37.4095,137.337,4.1
248,2,1.9692,121.9592,4.6
249,2,37.3466,136.9204,5.3
250,2,23.5964,121.5279,4
251,2,-5.5053,145.9632,5.2
252,2,67.3661,-156.1897,2.8
253,2,8.3515,126.5376,5
254,2,19.1706,-67.8049,2.5
255,2,-7.3086,106.3106,4.8
256,2,20.1794,145.1053,4
257,3,-19.3119,-177.5186,4.5
258,3,-24.2518,-66.985,4.1
259,3,31.0632,131.5187,4.4
260,3,38.3764,-96.8712,2.5
261,3,-18.0465,-177.8563,4.6
262,3,28.891,-98.075,3.3
263,3,43.8912,149.1508,4.3
264,3,53.5652,-164.6561,3
265,3,-11.4966,166.4794,4.4
266,3,36.41283333,-92.759,2.51
267,3,43.7601,-105.3084,3.3
268,3,60.1049,-152.7851,2.6
269,3,-49.9838,112.7034,4.2
270,3,31.594,-104.247,2.6
271,3,52.0143,-168.97,3.1
272,3,19.85416667,-155.6816667,3.19
273,3,-61.0554,154.8866,4.2
274,3,-61.6388,154.5323,4.5
275,3,31.999,-103.815,2.8
276,3,-6.8304,154.5416,4.5
277,3,-7.7606,117.1072,4.7
278,3,-25.5985,-177.0524,4.5
279,3,38.8998,141.2447,4.3
280,3,-6.9407,154.4751,4.4
281,3,37.1426,137.0054,4.6
282,3,19.01166667,-66.23633333,3.11
283,3,53.1266,-167.7626,3.6
284,3,31.4856,139.6402,4.6
285,3,11.6331,-86.8538,4.6
286,3,60.352,-149.7094,2.6
287,3,-5.8112,-80.9384,4.7
288,3,18.70933333,-64.56183333,3.43
289,3,37.8102,137.7241,4.5
290,3,36.1379,142.1221,4.4
291,3,-1.2518,126.9104,4.5
292,3,20.0502,145.2582,4.5
293,3,-12.837,166.7133,4.6
294,3,47.7056,-70.1527,2.5
295,3,42.3164,-126.4583,3
296,3,63.1331,-151.4872,3.5
297,3,31.4426,139.6291,4.2
298,3,31.592,-104.546,2.6
299,3,-21.5587,-179.1956,4.5
300,3,-49.5349,115.7903,4.2
301,3,-49.8381,115.5509,4.5
302,3,42.5943,139.5608,4.2
303,3,37.6914,137.456,4.9
304,3,31.4684,139.4944,4.8
305,3,56.2561,-149.7478,2.9
306,3,8.3869,126.5607,4.7
307,3,-49.7724,115.2069,4.7
308,3,37.2404,142.4809,4.1
309,3,37.2516,142.2812,4.2
310,3,37.4636,137.3572,4.5
311,3,48.3854,152.9705,4.6
312,3,-7.6299,127.7754,4.4
313,3,19.31566667,-155.2186667,3.39
314,3,-21.2223,-68.877,4.3
315,3,54.7298,-160.9205,2.7
316,3,18.865,-64.359,3.71
317,3,-27.031,26.8294,4.5
318,3,-21.1187,-176.5067,5.7
319,3,18.02516667,-66.73066667,2.56
320,3,33.991,-116.982,2.61
321,3,59.9926,-153.5134,2.7
322,3,15.3131,-92.839,4.1
323,3,-57.9285,-25.6111,4.5
324,3,-5.1577,151.8793,4.4
325,3,1.5765,128.6075,4.6
326,3,19.30433333,-155.3803333,2.83
327,3,19.5886,-68.1836,3.58
328,3,-6.9962,129.7689,5
329,3,-18.0612,-178.3959,4.6
330,3,32.4482,141.7438,4.6
331,3,44.5855,-110.746,3.29
332,3,-17.0218,-174.2361,4.2
333,3,-0.336,125.6297,4.4
334,4,31.627,-104.505,2.7
335,4,-14.8921,167.2155,4.3
336,4,52.5988,-164.1022,2.6
337,4,-26.3467,-114.0718,4.5
338,4,-7.5197,128.2649,4.9
339,4,-14.8058,168.1852,4.3
340,4,31.669,-104.191,2.5
341,4,61.2464,-147.0012,2.7
342,4,37.2352,137.148,4.2
343,4,39.7428,20.5036,4.2
344,4,31.677,-104.189,3.3
345,4,58.3808,-151.7517,3.1
346,4,-6.9371,130.2864,4.1
347,4,37.2225,136.8266,5.1
348,4,64.5721,-160.2595,2.6
349,4,-18.9599,-177.6768,4.2
350,4,-10.16,123.0798,4.4
351,4,34.2583333,-117.5088333,4.15
352,4,-7.472,128.4716,4.1
353,4,47.5303,-92.8055,2.7
354,4,37.352,-119.8491667,2.71
355,4,-14.1349,-169.471,2.6
356,4,-5.0457,153.7007,4.5
357,4,59.9864,-141.7211,2.7
358,4,37.1756,136.6794,4.9
359,4,-24.7291,179.7373,4.7
360,4,24.6228,122.847,4.7
361,4,45.8414,-106.7577,3.2
362,4,36.9968,69.9173,4.7
363,4,19.1925,-155.4943333,2.69
364,4,52.1873,-168.9804,2.9
365,4,37.3815,137.0245,4.4
366,4,55.5924,-157.7709,2.7
367,4,-49.8703,115.6294,4.6
368,4,-18.1153,-178.6653,4.2
369,4,-24.4963,-116.0717,4.7
370,4,-55.8936,-27.2535,4.6
371,4,25.3445,141.498,4.3
372,4,41.7518,-81.0177,2.6
373,4,-0.4947,125.7796,4.5
374,4,17.999,-66.98766667,2.84
375,4,-8.7197,-74.6159,4.2
376,4,-22.7149,-66.0504,4.1
377,4,-7.9732,129.6334,4.5
378,4,18.25566667,-67.44633333,2.73
379,4,32.3484,141.7854,4.6
380,4,0.8641,-29.2383,4.5
381,4,63.987,-147.4256,3
382,4,51.0649,-179.7991,3.2
383,4,37.5439,137.7497,4.3
384,4,46.85333333,-121.9918333,2.76
385,4,-5.1884,151.6554,4.9
386,4,-7.4931,128.6572,4.1
387,4,43.8484,151.4276,4.2
388,4,-36.8638,-73.6087,4.5
389,4,46.1995,-122.3181667,2.99
390,4,55.6494,162.4567,4.4
391,4,-49.8157,115.1839,5.1
392,4,10.991,125.4677,4.4
393,4,54.2891,160.8493,4.1
394,4,37.74,137.6824,4.2
395,4,5.8063,127.5533,4.2
396,4,-15.5412,-74.3369,4.1
397,4,8.7194,124.3214,4.3
398,5,59.4259,-151.5353,3
399,5,-15.0557,-172.859,4.6
400,5,-15.0218,-172.904,4.6
401,5,-13.41,167.3903,4.7
402,5,51.1824,179.9315,2.8
403,5,31.766,-103.791,2.7
404,5,-13.9045,170.4281,4.1
405,5,-7.115,130.6356,4.2
406,5,16.4016,-85.5876,4.6
407,5,21.9207,143.0871,4.1
408,5,13.6923,144.8081,4
409,5,-4.9819,130.5464,4.3
410,5,-31.6517,-178.581,4.9
411,5,19.3509,145.568,4
412,5,31.618,-104.104,2.7
413,5,39.3358333,-123.1166667,3.2
414,5,20.2699,145.1698,4.6
415,5,19.1464,-68.7484,3.6
416,5,-6.2985,129.706,4.3
417,5,8.8884,127.07,4.5
418,5,52.0384,-169.3367,3.2
419,5,18.48116667,-67.54183333,2.92
420,5,-5.7129,128.9385,4.1
421,5,37.1993,136.6931,4.5
422,5,-24.2376,-115.473,4.4
423,5,2.901,65.6569,4.5
424,5,8.9737,126.4849,4
425,5,-24.4019,-116.0254,5.5
426,5,31.663,-104.204,2.6
427,5,-4.4156,128.7336,4.7
428,5,-4.4701,128.6882,4.2
429,5,-2.2219,-79.7851,4.4
430,5,3.1484,65.4881,5.6
431,5,2.9743,65.4119,4.4
432,5,3.96,125.2602,4.2
433,5,19.1761,-63.2033,3
434,5,-14.6337,-70.9002,4.5
435,5,19.47083333,-66.01033333,3.4
436,5,18.01183333,-67.4105,2.75
437,5,-17.3354,-171.9169,4.4
438,5,-10.2059,120.6003,4
439,5,18.80433333,-65.13716667,3.34
440,5,-58.3481,-25.4528,4.4
441,5,51.6169,176.149,3.4
442,5,25.3617,126.3537,4.3
443,5,19.25216667,-66.896,3.24
444,5,-23.5776,-177.5246,4.4
445,5,29.6117,-104.3424,3.2
446,5,-6.8277,154.4015,4.9
447,5,36.6225,141.1473,4.5
448,5,37.3261,71.6036,4.8
449,5,-1.3156,-81.0475,4.5
450,5,-6.2935,148.3872,4.4
451,6,40.211,-121.1591667,2.76
452,6,52.6279,-174.4412,4.2
453,6,31.618,-104.109,2.5
454,6,0.2941,121.9205,4.1
455,6,56.8555,-155.6246,2.9
456,6,-19.936,-173.6129,5.1
457,6,31.707,-104.169,2.8
458,6,31.64,-104.387,2.7
459,6,14.1237,-89.9055,4.2
460,6,-62.3294,165.3253,5.5
461,6,39.274,97.2317,4.4
462,6,60.0424,-153.5127,2.9
463,6,51.3732,178.7758,3.3
464,6,27.9221,86.6116,4.2
465,6,60.0948,-153.3823,2.8
466,6,-16.0135,-174.1121,4.2
467,6,-62.2113,165.5051,5.6
468,6,8.2976,-103.8128,4.6
469,6,31.708,-104.17,2.9
470,6,17.88383333,-65.91483333,3.25
471,6,28.0886,86.3806,4.5
472,6,9.1164,-103.6598,4.3
473,6,28.0794,86.4237,4.1
474,6,32.144,-101.072,2.5
475,6,8.8928,-104.3132,4.5
476,6,45.5059,-88.9485,2.5
477,6,19.1591,-68.3586,3.6
478,6,37.1829,136.8656,4.5
479,6,53.5959,-163.5003,3.8
480,6,3.0316,65.6476,4.3
481,6,1.6591,-30.6802,4.7
482,6,6.2251,126.9851,4.1
483,6,57.5379,-139.9091,4.1
484,6,3.133,65.589,4.3
485,6,-1.8154,122.5443,4.9
486,6,31.612,-104.099,2.9
487,6,17.117,-67.98166667,3.43
488,6,-18.2465,-69.1267,5.3
489,6,19.2493,121.0576,4.1
490,6,6.8916,-75.9386,3.6
491,6,-24.3126,-67.0955,4.6
492,6,52.0826,-172.1703,3.3
493,6,11.9785,143.2291,5
494,6,32.387,-101.622,3.1
495,6,37.2146,136.7566,4.8
496,6,59.4249,-151.5376,4.9
497,6,37.4611,137.2619,4.5
498,6,32.39,-101.622,2.5
499,6,31.707,-104.174,2.5
500,6,4.7913,127.8373,4.5
501,6,39.2017,144.9168,4.2
502,6,-17.4863,127.4894,4.1
503,6,2.7393,-84.5587,4.5
504,6,5.2762,94.8723,4.4
505,6,17.7979,147.4004,4.4
506,6,5.0822,-82.4658,4.6
507,6,4.4022,-61.2719,4.5
508,6,-7.2091,120.2764,4.3
509,6,52.449,-163.0168,3.4
510,6,-21.1111,170.0536,4.8
511,6,-54.1991,-132.7762,4.8
512,6,8.1321,126.9585,4.6
513,7,20.1873,145.448,4.1
514,7,54.4951,-159.7916,3
515,7,54.4421,-159.6927,3.6
516,7,54.5505,-159.84,2.9
517,7,4.9569,126.4601,4.2
518,7,-16.2857,177.7928,4.3
519,7,-6.0744,148.6823,4.6
520,7,4.6686,126.299,4.1
521,7,-17.6325,-178.8484,4.1
522,7,4.8164,126.0506,4.5
523,7,4.7288,126.0407,4.2
524,7,4.9225,126.1575,6.7
525,7,17.9825,-66.848,2.8
526,7,19.12216667,-66.62166667,3.14
527,7,21.1189,95.1787,4.3
528,7,61.7282,-149.7165,2.5
529,7,-5.4502,130.2169,4.1
530,7,-5.4882,130.1167,4.1
531,7,32.4464,55.7983,4.4
532,7,20.1886,145.5678,4.5
533,7,43.9549,84.8103,4.5
534,7,-7.1012,155.6579,4.9
535,7,-21.49,-68.3288,4.3
536,7,52.2101,-171.1747,3
537,7,35.6033333,-117.4821667,3.05
538,7,-20.1843,-173.3059,4.9
539,7,-5.7598,147.5545,4.3
540,7,-22.7899,-66.2306,4.4
541,7,8.4136,126.3334,4.4
542,7,38.2618,38.7351,4.3
543,7,-2.5314,-81.8388,4.6
544,7,-65.3009,-179.3277,4.5
545,7,-2.4091,-81.9572,4.6
546,7,31.668,-104.195,2.5
547,7,-26.115,-178.3103,4
548,7,19.266,-155.3983333,2.75
549,7,-2.284,99.6708,5.2
550,7,19.0871,-66.6205,3.47
551,7,51.6907,179.1607,3.1
552,7,-5.6296,147.4768,4.3
553,7,17.90933333,-66.8555,2.53
554,7,20.1982,145.3365,5
555,7,53.1661,-166.9383,3.1
556,7,10.1142,125.0215,4.5
557,7,51.6282,-173.187,4
558,7,31.3447,141.6484,4.4
559,7,11.7568,92.6708,4.6
560,7,31.62,-104.109,3
561,7,31.616,-104.108,2.7
562,7,40.543,140.838,4.4
563,7,18.9765,-155.4441667,3.08
564,7,-24.0864,-66.8338,4.4
565,7,-6.1243,149.6162,4.4
566,7,-5.0765,133.7383,4.2
567,7,36.464,-121.0398333,2.67
568,7,12.3343,123.9387,4.5
569,7,62.7929,-139.3509,2.5
570,7,4.955,95.9661,4.2
571,7,-7.5969,128.5936,4.1
572,7,36.5241,71.0258,4
573,8,51.2975,-175.2904,3.5
574,8,-7.3639,156.2413,4.4
575,8,18.13366667,-67.05116667,2.7
576,8,-23.9375,69.5357,4.8
577,8,40.5841,35.1796,4.4
578,8,52.2421,-170.4633,3
579,8,-3.265,130.9989,4.4
580,8,-15.0451,167.2916,4
581,8,37.9544,37.3581,4
582,8,40.0639,-119.6837,2.5
583,8,64.9466,-173.3438,2.7
584,8,-21.8843,-67.2296,5.4
585,8,52.8528,-174.8253,4
586,8,62.5171,-150.8591,2.9
587,8,13.9161,146.3129,4.8
588,8,-6.1958,103.8378,4.5
589,8,15.7482,122.8087,4.3
590,8,5.1326,125.3566,4.1
591,8,38.0601,137.5425,4.4
592,8,37.8318,137.7155,4.5
593,8,31.634,-104.021,2.7
594,8,37.8806,36.2369,4.5
595,8,19.0323,-66.6045,3.57
596,8,37.8629,137.7814,5.9
597,8,17.94483333,-66.96083333,2.97
598,8,-20.8006,-173.6388,4.5
599,8,18.0395,-65.42083333,2.91
600,8,-20.8063,-173.6067,5.6
601,8,65.6688,-154.9993,3.9
602,8,51.8493,-177.5738,3.7
603,8,19.1411,-66.6203,3.46
604,8,18.01083333,-66.72833333,2.7
605,8,2.9203,125.5756,4.2
606,8,-4.5621,133.9948,4.9
607,8,19.196,-66.611,3.42
608,8,2.9776,-94.7952,4.4
609,8,19.14866667,-66.6405,3.43
610,8,-7.1237,68.0391,4.3
611,8,0.0777,96.5636,5.1
612,8,51.4932,179.4608,2.9
613,8,-22.5631,-66.0064,4.7
614,8,12.6184,-88.758,4.3
615,8,4.6255,126.205,4.1
616,8,-21.8181,-68.6105,4.4
617,8,52.8033,161.0256,4.4
618,8,13.3546,-89.561,4.4
619,8,-14.0404,167.2986,5.2
620,8,32.0372,-93.3345,2.8
621,8,51.4585,176.1864,2.9
622,8,50.8188,-130.0585,4.3
623,8,36.5029,70.7905,4
624,8,4.7116,126.3124,4.5
625,8,19.1755,-155.494,2.91
626,8,-8.1062,-79.7583,4.9
627,8,13.7496,-92.3151,4.1
628,8,3.3947,-83.0607,4.4
629,8,-20.546,-177.6302,4.4
630,9,-7.2955,156.1319,4.9
631,9,-5.9215,-76.7022,5
632,9,-22.5805,-179.7211,4.1
633,9,17.4642,147.6218,5
634,9,40.6526,-109.4991,3.1
635,9,36.4993,27.6267,4.3
636,9,-6.3567,147.6015,4
637,9,62.3655,-149.0369,2.7
638,9,37.1973,71.8034,4.1
639,9,2.025,128.3971,4.6
640,9,58.6793,-155.4105,2.9
641,9,53.3867,160.1173,4.2
642,9,8.7981,127.1469,4.4
643,9,36.1511,35.9488,4.2
644,9,47.5676,-92.7094,2.9
645,9,42.27616667,-119.3468333,2.52
646,9,-23.2462,170.7919,4.2
647,9,-19.9441,-177.8014,4.2
648,9,52.8678,-170.2418,3.4
649,9,62.9561,-147.9336,2.8
650,9,55.7669,-156.0259,3.2
651,9,-60.5404,-25.7794,4.6
652,9,-20.5205,-177.7505,4.6
653,9,54.4338,-161.8348,4.1
654,9,19.558,146.9745,4.3
655,9,19.17733333,-155.4498333,2.68
656,9,-23.3184,171.1165,4.5
657,9,8.6925,-40.3731,4.5
658,9,72.5353,3.4897,4.1
659,9,-43.4806,172.9018,3.2
660,9,51.1794,-174.9647,4.9
661,9,38.3848333,-119.5405,2.78
662,9,40.5576,141.9903,4.2
663,9,-49.2149,-8.1614,5
664,9,11.7494,93.2401,4.5
665,9,8.49,127.3718,4.1
666,9,0.0817,96.6557,4.3
667,9,60.6199,-151.1957,2.8
668,9,-31.5128,-178.0143,4.1
669,9,38.1254,-118.2517,3.1
670,10,51.9768,-173.4881,3
671,10,36.6721,71.1348,4.3
672,10,-32.6204,-70.0493,4.5
673,10,-18.8466,-178.0479,4.8
674,10,19.3313,-65.9513,3.72
675,10,36.5278,70.5667,4
676,10,37.5826,137.6389,4.5
677,10,55.8696,-154.1928,3.3
678,10,48.3595,154.6705,4.4
679,10,-22.6116,-66.2606,4.3
680,10,-55.9651,-26.7268,4.8
681,10,61.5862,-151.1266,3.7
682,10,-34.7776,-71.7116,4.3
683,10,31.3551,-115.4038,3.3
684,10,-28.2726,-176.7023,4.8
685,10,-23.9087,-179.7585,4.8
686,10,-20.2726,-178.0463,4.3
687,10,1.9746,124.0298,4.3
688,10,32.1158,-93.3181,2.8
689,10,-9.5674,106.7721,4.6
690,10,18.028,-66.80783333,2.53
691,10,19.36116667,-155.2511667,3.18
692,10,-4.6328,-104.6576,4.3
693,10,-3.3796,140.1966,4.3
694,10,-9.2312,111.3107,4.1
695,10,51.8349,178.2348,3.1
696,10,42.7408,142.4559,4.2
697,10,61.5514,-150.0036,2.5
698,10,-8.8208,110.5209,4.1
699,10,-15.2008,-178.427,4.7
700,10,31.6351,142.0567,4.5
701,10,36.4979,70.6013,6.4
702,10,51.0564,-179.5636,2.7
703,10,53.7884,-164.29,3
704,10,31.4054,-115.2523,2.5
705,10,36.5755,70.8889,4.1
706,10,-6.7757,131.5977,4.2
707,10,64.451,-17.4809,4.5
708,10,1.4159,-101.2438,4.5
709,10,51.1534,-175.0463,3.8
710,10,-56.2565,-26.8583,4.4
711,10,51.1401,-175.0017,3.3
712,10,-9.8847,161.5129,4
713,10,-26.4576,-141.2625,5.2
714,10,31.604,-104.534,2.5
715,10,0.8498,-29.1764,4.4
716,10,18.8618,144.6628,4.4
717,10,20.731,144.5476,4
718,10,20.5038,146.166,4.4
719,10,36.4211667,-121.9266667,2.92
720,10,1.4857,-101.2828,4.5
721,11,-11.7672,166.5714,4.6
722,11,-14.8515,-173.517,4.4
723,11,-22.7238,-175.4777,5.4
724,11,63.9155,-148.8933,2.6
725,11,5.5013,125.1256,4.6
726,11,63.5711,-150.8408,2.8
727,11,-30.0844,-176.8331,4.4
728,11,37.1881,136.8095,4.3
729,11,-18.1817,-177.8929,4.5
730,11,56.1642,-156.8278,2.8
731,11,8.5025,126.7873,4.6
732,11,4.9202,126.4269,4.2
733,11,52.3701,-169.8382,2.6
734,11,29.522,81.1253,4.3
735,11,45.7255,-112.1413,3.3
736,11,44.4599,149.0288,4.4
737,11,36.6896667,-121.319,2.96
738,11,58.602,-155.1974,2.7
739,11,32.2783,141.824,4.6
740,11,-44.3968,-78.9181,4.6
741,11,20.745,93.6907,4.5
742,11,-18.5574,-11.7338,4.7
743,11,-16.9464,-72.6584,5.3
744,11,30.4991,138.5896,4.4
745,11,37.1755,136.8342,4.1
746,11,-19.0851,-12.3392,4.9
747,11,17.9065,-66.87733333,2.57
748,11,8.4178,126.7185,4.7
749,11,-4.5979,133.7479,4.1
750,11,1.2531,126.2584,4.7
751,11,53.4781,-163.4305,2.9
752,11,37.4527,137.2927,4.5
753,11,1.384,-101.1966,4.9
754,11,56.4383,-135.7137,5.9
