index,frame,latitude,longitude,magnitude
3029,40,19.30016667,-155.453,2.58
3030,40,-20.7116,-178.2798,4.3
3031,40,-23.047,171.2047,4.4
3032,40,53.4942,160.2256,4.1
3033,40,17.2373,146.4131,4.3
3034,40,44.4423,-105.3011,2.6
3035,40,6.2576,127.0153,4.4
3036,40,25.6846,-111.1439,4.1
3037,40,51.3383,-173.7233,2.5
3038,40,65.6421,-145.0762,2.7
3039,40,17.841,-68.451,3.57
3040,40,55.4104,-162.0858,3
3041,40,-2.439,140.0919,4.5
3042,40,44.4364,-115.2081,2.7
3043,40,36.2865,69.9671,4.9
3044,40,5.5065,-32.929,4.9
3045,40,-11.4255,166.6159,4.3
3046,40,11.7795,43.1953,4.3
3047,40,5.7765,125.796,4.6
3048,40,-20.171,-177.5581,4.1
3049,40,44.4504,-114.4912,2.6
3050,40,37.5699,137.6234,4.4
3051,40,-5.491,35.8364,4.3
3052,40,40.7467,15.5501,4.1
3053,40,53.0459,-170.3391,4.3
3054,40,17.92883333,-66.94716667,3.11
3055,40,4.786,-75.9499,4.2
3056,40,51.7452,-178.4215,2.8
3057,40,31.683,-104.352,2.6
3058,40,38.8188333,-122.7628333,2.89
3059,40,-24.7909,179.4632,4.2
3060,40,26.1888,-110.7308,4.3
3061,40,-15.8181,66.9795,4.5
3062,40,57.5304,-136.8989,2.8
3063,40,51.2188,178.7234,3
3064,40,59.6927,-152.3447,2.6
3065,40,26.2021,-110.7497,4
3066,40,32.1335,-115.1808333,3.22
3067,40,39.3933333,-120.1551667,3.2
3068,40,50.452,-170.1088,3.7
3069,40,69.3219,-143.605,2.5
3070,40,12.7803,124.9854,4.5
3071,40,-13.093,166.9196,4.7
3072,40,-0.0841,67.2161,4.1
3073,40,50.8588,84.3763,4.7
3074,40,19.0509,121.0608,4.6
3075,40,36.3359,140.0263,4.4
3076,40,8.2673,-82.9428,4.4
3077,40,40.2828333,-124.526,4.11
3078,40,58.862,-154.7384,2.6
3079,40,19.18666667,-155.505,2.94
3080,40,12.3707,142.6356,4
3081,40,8.5045,126.4014,4.3
3082,40,31.679,-104.286,2.7
3083,40,12.4048,142.5773,4.7
3084,40,8.6931,125.6903,5.4
3085,40,26.2077,-110.7458,4.5
3086,40,-15.6075,-174.6475,4.2
3087,40,12.4127,142.4808,4.6
3088,40,18.01433333,-67.3305,2.87
3089,40,21.9135,122.739,4.3
3090,40,52.0058,-169.7573,3.6
3091,40,8.6822,125.568,5.8
3092,40,-14.13,-73.7182,4.5
3093,40,42.9569,-126.5171,2.6
3094,40,-24.066,-66.9086,4.3
3095,40,32.141,-101.076,3.1
3096,40,-36.9365,176.9747,4.2
3097,40,19.21483333,-155.489,2.63
3098,41,23.8006,-44.7356,4.6
3099,41,43.6352,-105.3733,2.5
3100,41,13.8072,125.0023,4.8
3101,41,-28.2449,-71.2847,5.4
3102,41,-10.2102,124.0348,4.4
3103,41,21.5206,94.0805,4.9
3104,41,51.469,-176.1424,2.7
3105,41,43.6513,-105.3658,2.9
3106,41,57.5995,-152.9492,2.6
3107,41,43.8182,-105.357,3.2
3108,41,54.4458,-159.898,2.6
3109,41,-8.4513,-75.6995,4.7
3110,41,52.4355,-176.0367,2.6
3111,41,32.21,-104.4887,2.6
3112,41,-15.2085,-174.6578,4.5
3113,41,-29.0347,-176.5215,4.4
3114,41,15.2552,96.4389,4.2
3115,41,51.5334,-170.2738,4.3
3116,41,17.97966667,-66.91833333,2.58
3117,41,32.4883333,-119.211,2.83
3118,41,52.1152,-175.647,3.2
3119,41,53.5045,-166.9858,2.9
3120,41,38.2021,37.9922,3.3
3121,41,19.198,-155.4948333,2.87
3122,41,1.6583,99.5612,4.2
3123,41,5.719,127.0083,4.6
3124,41,65.5819,-165.1379,2.6
3125,41,-29.5967,-177.7005,4.9
3126,41,-30.6766,-179.7403,4.3
3127,41,-9.118,124.1677,4
3128,41,19.40183333,-155.4176667,2.55
3129,41,40.4375,-124.3761667,2.74
3130,41,17.4541,-67.936,3.89
3131,41,12.7431,143.0491,4.3
3132,41,50.6619,150.1301,4.1
3133,41,-5.9273,131.0047,4.2
3134,41,18.97333333,-67.86216667,3.43
3135,41,9.9979,126.0261,4.3
3136,41,51.336,-178.619,2.5
3137,41,19.27583333,-66.40716667,3.22
3138,41,60.1555,-153.4822,2.8
3139,41,-14.8289,166.6862,4.6
3140,41,50.3328,177.125,3.1
3141,41,-2.456,139.1894,4.3
3142,41,50.621,-173.2922,3.2
3143,41,29.5108,140.749,4.4
3144,41,51.6229,179.5164,2.6
3145,41,41.3079,78.7072,4.9
3146,41,62.0363,-148.259,2.6
3147,41,37.3176,43.9832,4.4
3148,41,1.3743,126.4512,4.3
3149,41,18.5526,145.621,4.2
3150,41,50.0993,-132.6978,4
3151,41,37.435,137.2824,4.4
3152,41,41.2608,78.776,4.3
3153,41,-5.8428,-11.7269,4.5
3154,41,36.1517,139.9724,4.1
3155,41,1.5307,126.5425,4.4
3156,41,17.9936,145.3749,4.1
3157,41,33.0616667,-115.5833333,2.91
3158,41,33.06,-115.5815,2.83
3159,41,-18.8426,-177.5754,4.2
3160,41,17.0546,-68.283,3.78
3161,41,36.5308,70.8862,4.3
3162,41,35.0106,22.7296,4.4
3163,41,15.7834,-94.7212,4.1
3164,42,-37.036,-96.202,4.8
3165,42,23.6757,121.3181,4.4
3166,42,37.4075,-118.55,3.55
3167,42,31.627,-104.298,2.5
3168,42,-18.3843,-71.4353,4
3169,42,42.729,-111.1655,2.7
3170,42,44.4183,-105.5247,2.7
3171,42,66.2813,-151.2589,3
3172,42,43.7451,-105.3374,3.7
3173,42,-29.7558,-177.9182,4.9
3174,42,16.6367,-99.4374,4.3
3175,42,51.4484,-173.382,3
3176,42,45.1236,-106.9123,2.8
3177,42,-56.6649,-25.3624,4.6
3178,42,2.9092,126.5762,4.5
3179,42,-6.3871,130.1068,4.9
3180,42,54.0381,-171.4621,2.6
3181,42,43.8422,-105.4046,2.6
3182,42,53.5865,-164.5812,2.7
3183,42,75.1818,111.3171,4.8
3184,42,43.6677,-105.3899,3.5
3185,42,11.7891,143.7043,4.2
3186,42,44.1331,-105.3373,2.6
3187,42,57.5463,-155.7754,2.9
3188,42,31.655,-104.398,3.5
3189,42,6.3192,60.4022,4.5
3190,42,32.7805,-115.5533333,2.57
3191,42,-30.0298,-177.2844,4.4
3192,42,41.3413,78.7151,4.1
3193,42,20.0592,145.2477,4.1
3194,42,74.976,110.7193,4.1
3195,42,9.9444,126.2058,4.7
3196,42,58.1597,-152.5032,3.5
3197,42,6.5779,125.9575,4.4
3198,42,32.8141667,-115.5801667,2.64
3199,42,19.22083333,-155.3695,3.75
3200,42,-17.2282,-178.5392,4.1
3201,42,32.777,-115.5461667,2.64
3202,42,32.8091667,-115.5776667,2.79
3203,42,32.7785,-115.5506667,2.57
3204,42,-6.5326,129.9383,4.1
3205,42,-17.7628,-176.7149,4.2
3206,42,32.7835,-115.5526667,3.48
3207,42,32.7911667,-115.5538333,2.56
3208,42,32.783,-115.5548333,3.3
3209,42,51.5218,-179.199,2.5
3210,42,-7.5049,128.1405,4.2
3211,42,-23.8145,-67.9975,4.3
3212,42,19.24133333,-155.3718333,2.65
3213,42,28.955,-97.996,2.6
3214,42,18.9694,119.6039,4.8
3215,42,59.3001,-153.8592,4
3216,42,32.8093333,-115.5736667,2.83
3217,42,-8.9238,159.7789,4.6
3218,42,22.0086,142.7919,6.1
3219,42,32.8183333,-115.5885,2.64
3220,42,32.786,-115.534,3.7
3221,42,32.7886667,-115.5501667,3.67
3222,42,51.3827,-178.2833,3.7
3223,42,51.638,-178.7839,3.2
3224,42,59.3674,-152.6977,2.7
3225,42,32.8,-115.5753333,2.79
3226,42,50.4252,-174.85,2.8
3227,42,32.8366667,-115.5683333,2.68
3228,42,32.794,-115.5618333,3.9
3229,42,35.1786,142.3271,4.7
3230,42,32.7848333,-115.5615,3.4
3231,42,32.7998333,-115.5655,4.56
3232,42,32.8173333,-115.5771667,2.93
3233,42,32.7918333,-115.5595,2.92
3234,42,32.7925,-115.5593333,3.26
3235,42,28.959,-98.013,2.9
3236,42,32.8161667,-115.5866667,4.05
3237,42,32.809,-115.58,3.56
3238,42,32.8196667,-115.5863333,3.49
3239,42,32.8068333,-115.5643333,3.63
3240,42,32.8135,-115.5735,4.81
3241,42,51.9522,-173.6934,3.1
3242,42,51.6399,-178.7277,2.7
3243,42,51.8753,-174.9528,3.1
3244,42,28.952,-98.004,3.7
3245,42,28.95,-98.004,2.6
3246,42,53.0157,-162.265,2.7
3247,42,18.1171,145.7406,4.3
3248,42,17.94716667,-66.33966667,2.65
3249,42,25.3643,-110.1136,4.1
3250,42,-19.3412,169.1387,5
3251,42,-17.4473,-178.889,4.4
3252,42,41.3348,78.5109,4.2
3253,42,56.0691,-156.0202,2.6
3254,42,19.385,-64.9973,3.48
3255,42,5.8459,-32.9041,4.5
3256,42,5.5062,-32.9638,4.6
3257,42,59.8627,-29.7148,4.5
3258,42,38.3258,73.7827,4
3259,42,5.4755,-32.8611,5.4
3260,42,-38.9143,173.7531,3.3
3261,42,-23.1836,170.5728,4.3
3262,42,19.64166667,-156.243,3.11
3263,42,-14.2465,167.1747,4.4
3264,42,5.6925,-33.1204,4.6
3265,42,30.2529,129.8516,4.3
3266,42,5.624,-32.9844,4.6
3267,42,5.6079,-32.8755,5.2
3268,42,17.9735,-66.82666667,2.54
3269,42,13.9241,-90.5005,4.1
3270,42,-29.8582,-177.2143,4.4
3271,42,-29.5125,-177.0548,4.5
3272,42,-20.7738,169.2074,4.8
3273,42,9.7195,126.7002,5.3
3274,42,-8.2323,-75.3985,4.5
3275,42,-8.2647,-75.2649,4.2
3276,42,19.0455,-155.4045,2.6
3277,42,-8.3131,-75.4507,4.3
3278,42,12.3488,142.9901,4.3
3279,42,52.3406,-170.8028,4.6
3280,42,-20.6953,-178.2982,4.3
3281,43,19.579,-64.4395,3.41
3282,43,-8.096,124.1478,4.2
3283,43,31.687,-104.405,2.5
3284,43,43.8952,-128.9934,3.3
3285,43,51.6195,-175.1495,3.1
3286,43,31.686,-104.406,2.9
3287,43,-3.6393,131.2452,4.5
3288,43,31.682,-104.421,2.6
3289,43,31.676,-104.403,3.4
3290,43,60.9347,-138.4803,2.6
3291,43,31.678,-104.41,3.2
3292,43,31.68,-104.416,3.9
3293,43,31.669,-104.408,3
3294,43,-4.7817,152.6539,5.1
3295,43,-63.7026,-167.7296,4.6
3296,43,-7.4199,129.2759,4.4
3297,43,9.1558,126.2478,4.8
3298,43,31.525,-104.016,2.6
3299,43,-27.5247,-71.3415,4.6
3300,43,52.2593,-173.1062,2.9
3301,43,18.14283333,-66.88033333,2.61
3302,43,-14.5767,170.496,4.4
3303,43,0.9716,-28.9675,4.5
3304,43,-21.8375,170.6017,4.4
3305,43,39.396,-119.7161,2.6
3306,43,-15.3222,-174.0728,4.6
3307,43,-21.0698,-177.8145,4.3
3308,43,60.1431,-151.2925,2.5
3309,43,44.4337,-114.4919,2.5
3310,43,40.2183,-117.7876,2.9
3311,43,-7.2056,-12.5968,5
3312,43,54.424,-159.6187,3
3313,43,19.2372,-156.4383,2.7
3314,43,56.3097,-148.7372,3.3
3315,43,58.4841,-155.7879,2.7
3316,43,56.376,-149.8749,3.4
3317,43,-41.5551,172.1454,4.2
3318,43,16.7864,-99.7654,4.2
3319,43,-15.287,-173.5415,4.2
3320,43,18.1421,-67.7398,3.85
3321,43,26.8405,129.4267,4.7
3322,43,37.4579,69.7867,4.3
3323,43,63.0982,-150.916,2.8
3324,43,22.0675,142.9096,4.4
3325,43,8.6127,126.6121,4.9
3326,43,51.5469,-179.8637,2.6
3327,43,3.9875,126.4623,4.5
3328,43,-24.331,-179.8008,4.1
3329,43,17.0992,-94.7713,4.1
3330,43,-27.8806,-66.777,4.4
3331,43,56.1279,-149.9336,3.1
3332,43,-22.4303,171.3592,4.2
3333,43,19.183,-155.5103333,3.38
3334,43,52.6257,-174.2542,4
3335,43,-18.2702,-172.5855,4.5
3336,43,19.2366,-64.6526,3.82
3337,43,-19.7915,-178.3096,4.1
3338,43,53.7442,-166.6526,2.9
3339,43,-30.0362,-176.744,4.5
3340,43,17.97266667,-66.90183333,2.61
3341,43,-40.3184,174.8169,4.5
3342,43,-3.2606,115.0429,4.9
3343,43,5.0873,125.3865,4.9
3344,44,16.1142,-98.825,4.3
3345,44,-54.9436,-129.8474,5.2
3346,44,55.2105,-156.0644,3.2
3347,44,-28.0288,-177.5398,4.9
3348,44,43.6777,-105.3825,3
3349,44,50.6247,175.4614,3.3
3350,44,63.0083,-150.6163,4.7
3351,44,-15.8752,167.2907,4.1
3352,44,19.88466644,-154.8804932,2.59
3353,44,-39.6784,174.4455,4.1
3354,44,43.7949,-105.3318,3.1
3355,44,52.2013,159.8183,4.5
3356,44,52.3598,159.5246,4.3
3357,44,-19.6078,-177.5435,4.5
3358,44,-15.1233,-173.0712,4.3
3359,44,-16.6583,172.8779,5.6
3360,44,9.0536,126.1183,4.5
3361,44,62.5592,-148.4114,2.5
3362,44,-30.6297,-176.3899,4.3
3363,44,39.8067,141.1168,4.4
3364,44,51.7827,-179.6981,2.8
3365,44,-7.5451,128.2409,4.5
3366,44,-7.6662,155.046,4.7
3367,44,57.9509,-153.9853,2.5
3368,44,19.13,-65.723,3.34
3369,44,35.6066,0.1094,4.6
3370,44,-9.5659,117.1702,4.4
3371,44,11.0885,138.9549,4.6
3372,44,11.13,138.5377,4.7
3373,44,-5.8139,153.6847,4.5
3374,44,11.0744,138.6639,4.5
3375,44,-23.0497,-114.9304,4.7
3376,44,11.0047,138.5725,6
3377,44,51.9453,-173.0507,2.6
3378,44,52.3197,-175.9606,2.5
3379,44,-0.025,123.3351,4.4
3380,44,51.8927,-173.2414,3.6
3381,44,30.7089,139.9322,4.1
3382,44,53.9942,-163.3416,2.7
3383,44,65.5538,-151.646,3.9
3384,44,35.8327,36.0287,4.2
3385,44,41.5479,142.0368,4.2
3386,44,-24.2525,-67.1028,4.3
3387,44,8.3934,126.5243,4.8
3388,44,33.1371667,-115.62,2.58
3389,44,33.1276667,-115.623,4.04
3390,44,33.1285,-115.6231667,2.53
3391,44,-23.7479,-179.853,4.4
3392,44,11.846,125.5323,4.9
3393,44,44.593,-114.2805,2.7
3394,44,39.396,-119.7146,3
3395,44,31.8124,138.0778,5.2
3396,44,34.997,135.5854,4.4
3397,44,52.2849,-31.0887,4.2
3398,44,31.683,-104.398,2.5
3399,44,11.2118,138.7871,4.8
3400,44,47.875,67.4862,4.1
3401,44,-58.3221,-24.9626,4.5
3402,44,17.95783333,-66.96366667,2.58
3403,44,-58.3009,-24.8638,5.2
3404,44,-58.2846,-25.0267,5.7
3405,44,-6.4328,155.3615,4.4
3406,44,-58.3647,-24.7964,4.7
3407,44,51.0787,-177.4881,2.7
3408,44,-15.9993,-174.894,4.3
3409,44,47.7342,154.0161,4.4
3410,44,-30.4918,-179.5086,4.2
3411,44,62.6959,-149.7911,2.6
3412,44,51.696,-174.1482,2.7
3413,44,-6.976,109.2674,4.1
3414,44,37.1633,136.9269,4.8
3415,44,-28.8913,-71.4208,5.8
3416,44,-17.0015,-174.3913,4.6
3417,44,-14.7652,168.1228,4.7
3418,45,-29.166,-71.8496,5
3419,45,8.7804,126.399,4.5
3420,45,51.2049,-178.7307,3.4
3421,45,18.92433333,-67.419,3.21
3422,45,60.1429,-153.1446,2.8
3423,45,6.9967,125.7293,4.1
3424,45,-16.3046,168.1789,4.4
3425,45,-23.0707,179.5768,4.1
3426,45,-7.7179,129.3874,4.1
3427,45,-11.4869,-77.3579,5.2
3428,45,-56.0147,-26.1729,4.3
3429,45,8.7862,126.2842,4.6
3430,45,-56.5555,-24.9,4.2
3431,45,31.4823,-114.3821,3.5
3432,45,7.0504,-77.0477,4.7
3433,45,52.3729,159.5752,4.9
3434,45,36.7705,141.1949,4.2
3435,45,-8.3032,112.234,4.5
3436,45,-58.2784,-25.1523,4.5
3437,45,-17.3864,167.8802,4.5
3438,45,51.2831,-178.6096,2.7
3439,45,51.3106,-178.5953,2.5
3440,45,-18.1268,-178.1679,4.5
3441,45,-60.3983,-46.6374,4.5
3442,45,2.6268,128.5352,4.2
3443,45,-17.6618,-178.8942,4.4
3444,45,37.4944,137.6538,4.4
3445,45,23.8758,142.2041,4.5
3446,45,84.5534,6.1982,4.2
3447,45,51.9289,-173.6327,2.5
3448,45,51.6283,-172.1418,4.1
3449,45,-20.7276,-178.5275,4.4
3450,45,-45.9253,95.7696,5
3451,45,-1.7319,-77.6488,4.8
3452,45,26.1836,-110.6858,5.1
3453,45,-14.8614,167.329,4.3
3454,45,37.5306,137.6202,4.8
3455,45,41.2675,78.7249,4.2
3456,45,-14.2597,167.0496,4.3
3457,45,24.984,107.1223,4.5
3458,45,41.5812,142.0388,4.2
3459,45,31.4204,-114.2961,3.9
3460,45,19.146,-66.08,3.41
3461,45,19.1537,-68.6937,2.6
3462,45,41.1342,78.4597,4.3
3463,45,-16.2589,-176.2822,4.3
3464,45,50.6829,-171.5433,2.6
3465,45,-21.7165,-68.4059,4.4
3466,45,41.3229,78.7906,4.5
3467,45,17.3413,40.465,4.5
3468,45,37.8365,137.7212,4.8
3469,45,41.1494,78.5313,4.5
3470,45,-51.9312,93.6181,4.8
3471,45,20.0026,145.224,4
3472,45,52.4193,159.5275,4.1
3473,45,51.379,-177.4336,2.5
3474,45,18.15683333,-66.0115,3.34
3475,45,-17.955,-172.397,5.1
3476,45,37.4116667,-118.5508333,2.73
3477,45,53.2655,-160.5757,2.8
3478,45,55.3292,164.4456,5.1
3479,45,53.0539,160.4323,4
3480,46,43.8471,-105.3694,3.1
3481,46,18.1513,-66.4003,3.22
3482,46,-12.1738,-14.7119,4.7
3483,46,13.0521,145.7238,4.6
3484,46,-11.5653,166.4339,4.7
3485,46,50.4992,-172.8992,3.1
3486,46,23.6938,126.3977,4.6
3487,46,-22.5029,170.5418,4.4
3488,46,51.639,-177.0215,2.5
3489,46,44.2429,-114.99,2.6
3490,46,-17.9616,168.5481,5.2
3491,46,55.4841,-161.7159,2.8
3492,46,8.6886,127.1451,4.5
3493,46,36.2635,71.4614,4.6
3494,46,54.8464,162.0964,4.2
3495,46,-32.5908,179.602,4
3496,46,-2.0009,-80.7707,4.2
3497,46,1.3797,120.2649,4.5
3498,46,44.2402,-105.3463,2.9
3499,46,51.0416,178.0474,2.9
3500,46,47.59283333,-123.092,3.42
3501,46,59.4402,-153.0846,2.6
3502,46,-32.7329,-70.6135,4.3
3503,46,36.4734,77.2833,4.5
3504,46,56.5381,-148.2814,3
3505,46,40.654,-121.6996667,2.59
3506,46,37.873,143.8357,4.8
3507,46,37.5121,72.1269,4.1
3508,46,-6.0222,130.4337,4.9
3509,46,-19.7795,-176.9448,4.5
3510,46,-12.8543,166.7336,4.5
3511,46,38.6744,73.5447,4.4
3512,46,17.9495,-66.33666667,2.77
3513,46,19.8934,145.2562,4.6
3514,46,17.95,-66.34666667,2.66
3515,46,31.4556,140.5717,4.8
3516,46,36.0051,139.7102,4.4
3517,46,36.794,-121.5235,2.61
3518,46,19.0795,-66.095,3.22
3519,46,60.338,-151.3802,2.8
3520,46,60.2978,-151.3604,3.2
3521,46,18.16983333,-67.21683333,3.15
3522,46,63.0679,-150.9388,3.1
3523,46,2.1009,97.8425,4.4
3524,46,34.0386667,-117.595,3.63
3525,46,-4.3583,102.5213,4.2
3526,46,-1.3084,-24.2791,4.4
3527,46,-19.6782,-71.0225,4.8
3528,46,3.1816,125.7753,4.5
3529,46,56.6077,-157.7291,2.6
3530,46,19.04483333,-66.09116667,3.16
3531,46,44.3433,-114.8162,2.5
3532,46,17.9195,-66.28366667,2.51
3533,46,38.2269,37.6572,4.4
3534,46,17.7823,-68.642,4.11
3535,46,45.1847,153.4059,4.5
3536,46,55.6083,-159.0091,2.9
3537,46,-3.6382,143.9832,4.4
3538,46,14.9298,-94.0533,4
3539,46,20.2484,145.3645,4.5
3540,46,11.0278,138.7464,4.6
3541,46,23.4915,143.5161,4.4
3542,46,18.90616667,-67.38483333,3.07
3543,46,-0.0244,125.8221,4.2
3544,46,17.91816667,-66.28166667,2.66
3545,47,33.072,-115.5871667,2.54
3546,47,-30.6587,-177.8097,4.6
3547,47,-60.2373,-27.324,4.5
3548,47,-12.5543,166.9619,4.1
3549,47,23.9338,123.6125,4.5
3550,47,19.17833333,-155.4953333,2.78
3551,47,28.974,-97.99,2.5
3552,47,44.3347,-114.8708,2.6
3553,47,16.995,148.098,4.3
3554,47,-24.3316,-66.9807,4
3555,47,33.9802,91.9949,4.1
3556,47,-20.6259,-178.7673,4.4
3557,47,38.4922,37.2808,4.3
3558,47,19.18883333,-155.5051667,2.63
3559,47,-7.2277,150.2211,4.4
3560,47,41.6813,-108.6722,3
3561,47,54.7393,-160.6251,2.5
3562,47,17.3635,145.9201,4.4
3563,47,-6.4011,130.343,4.1
3564,47,-21.9798,-176.0812,4.5
3565,47,-23.5825,-179.9261,4.4
3566,47,54.397,-161.4535,3
3567,47,-8.2021,114.6,4.4
3568,47,28.957,-97.975,3
3569,47,18.61433333,-66.767,2.9
3570,47,19.08166667,-65.43183333,3.42
3571,47,58.0835,-153.749,2.8
3572,47,57.0159,-152.012,2.6
3573,47,-8.4119,122.9018,4.3
3574,47,53.0036,-161.01,2.9
3575,47,28.975,-97.974,2.7
3576,47,52.4771,-172.7343,3.8
3577,47,36.602,-121.2103333,2.65
3578,47,51.2215,-174.7746,3.6
3579,47,44.1103,11.8128,3.7
3580,47,40.2279,142.3112,4.6
3581,47,51.2767,-174.8131,3.1
3582,47,0.2601,121.9886,4.2
3583,47,-6.886,129.7084,4.4
3584,47,3.7031,124.6945,4
3585,47,-33.2814,-178.9991,4.6
3586,47,-4.0385,35.19,4.4
3587,47,51.9443,-171.6813,3.2
3588,47,-17.5536,-173.6234,4.6
3589,47,-15.0583,-173.5851,4.5
3590,47,31.636,-104.015,3.7
3591,47,12.3294,-88.6949,4.5
3592,47,-24.1459,-67.0701,4.2
3593,47,61.7189,-149.5062,2.5
3594,47,23.1211,-44.9435,4.5
3595,47,52.6894,-171.9959,3.5
3596,47,-58.1329,-24.6576,4.3
3597,47,51.6445,-174.7359,2.8
3598,47,16.1737,-95.8822,4.2
3599,47,28.972,-97.965,3.3
3600,47,50.6401,156.5649,4.2
3601,47,28.963,-97.936,3.7
3602,47,44.4867,148.1369,4.6
3603,47,28.958,-98.005,4.7
3604,47,28.954,-98.005,4.4
3605,47,52.5594,-168.7471,3.6
3606,47,51.8049,-175.266,4.2
3607,47,53.2571,-165.6456,3
3608,47,53.9334,-163.3529,2.5
3609,47,-5.4627,146.9696,4.5
3610,47,33.3045,-116.2471667,2.85
3611,47,18.004,-66.65383333,2.93
3612,47,22.9227,93.7803,4.6
3613,47,28.955,-98.01,3.9
3614,47,18.4353,-67.3868,3.65
3615,47,2.5023,128.2584,4.5
3616,47,-19.6897,173.3766,4.9
3617,47,50.6649,-173.7773,2.7
3618,47,9.3855,-83.7243,4.2
3619,47,-19.6247,173.5679,4.6
3620,47,29.001,-98.029,2.5
3621,47,59.2943,-153.8246,3.7
3622,47,32.2205,137.591,4.1
3623,47,44.675,10.3817,4.1
3624,48,-15.1835,-72.0537,4.2
3625,48,-16.9904,-174.2062,4.7
3626,48,56.177,-157.7332,2.7
3627,48,9.8946,126.0799,4.4
3628,48,19.259,-155.1128333,3.1
3629,48,24.1835,142.5083,4.1
3630,48,18.8865,121.0042,4.6
3631,48,-22.2073,-68.6531,4.4
3632,48,8.3606,-77.0365,4.4
3633,48,-27.7514,64.3465,4.4
3634,48,51.9422,178.1723,3.2
3635,48,52.1548,-31.775,4.3
3636,48,59.542,-152.674,2.5
3637,48,29.084,-97.82,2.7
3638,48,37.0311,-104.9732,3.3
3639,48,-6.2585,130.4048,4.3
3640,48,43.2194,145.2779,4.1
3641,48,9.3253,125.818,4.5
3642,48,21.6215,143.0183,4
3643,48,36.5525,66.832,4.8
3644,48,7.1704,126.8375,4.4
3645,48,20.4604,145.2076,3.8
3646,48,19.1005,-67.81,3.89
3647,48,42.4499,142.1851,4.2
3648,48,41.4302,78.955,4.4
3649,48,-56.299,-142.1852,5.1
3650,48,29.4894,-42.7126,4.5
3651,48,17.92916667,-66.291,3
3652,48,-16.0835,-174.6161,5.6
3653,48,35.3874,140.027,4.5
3654,48,53.1325,-162.0042,2.7
3655,48,-15.2911,167.5696,4
3656,48,-5.5111,147.3145,4.3
3657,48,13.8778,144.817,4.6
3658,48,-15.3176,-175.3142,5.5
3659,48,-58.6896,-23.047,4.9
3660,48,53.1293,-167.8163,3
3661,48,59.5436,-139.0625,3.1
3662,48,40.3273333,-124.3623333,2.96
3663,48,26.2637,-110.731,4.5
3664,48,-20.7662,-173.6078,5.1
3665,48,-37.8529,176.3651,4.8
3666,48,-7.4371,128.507,4.4
3667,48,52.7433,-170.4093,3.5
3668,48,17.9195,-66.298,2.61
3669,48,-28.8667,-71.3301,3.8
3670,48,23.7744,93.8956,4.1
3671,48,-9.0884,110.5027,4.3
3672,48,17.18,-100.0934,4.7
3673,49,24.8275,122.092,4.2
3674,49,51.5156,-176.1557,3.4
3675,49,-0.1997,-88.5336,5
3676,49,19.26366667,-68.016,3.42
3677,49,53.309,-161.2983,2.6
3678,49,19.2225,-68.06116667,3.38
3679,49,-12.9988,166.721,4.2
3680,49,28.972,-97.984,3.2
3681,49,18.82466667,-67.84033333,3.27
3682,49,30.6302,143.0899,4.2
3683,49,52.0791,-178.7624,3.1
3684,49,60.7685,-149.8894,3.2
3685,49,21.6979,144.3932,4.6
3686,49,52.259,-171.2148,3.5
3687,49,36.1928,70.4434,4.1
3688,49,-48.2805,164.8913,4.3
3689,49,-57.1294,-25.2958,5.1
3690,49,-34.889,-72.7276,4
3691,49,-9.6403,151.4515,4.1
3692,49,-29.3832,-179.1168,4.7
3693,49,28.943,-97.967,3.4
3694,49,-7.5539,127.6894,4.3
3695,49,19.2746,-67.5043,3.78
3696,49,-9.3562,-78.7144,5
3697,49,35.4886,74.8029,4.8
3698,49,-15.3123,-174.4789,4.6
3699,49,-11.5451,166.3619,4.6
3700,49,-28.4763,-68.7274,4.1
3701,49,-7.2116,129.2819,5
3702,49,-1.3008,100.0173,4.1
3703,49,51.1614,-179.0079,3.1
3704,49,51.307,-177.0597,2.6
3705,49,51.6391,178.9235,3.4
3706,49,51.2549,-178.3399,3.3
3707,49,51.4141,-176.2066,2.7
3708,49,-32.4643,-178.3102,4.6
3709,49,-32.7725,-178.2587,4.2
3710,49,51.6362,-174.6854,4
3711,49,13.7875,-91.4835,4.3
3712,49,54.0985,-164.6186,2.6
3713,49,37.9953,37.7293,4
3714,49,-17.9404,-178.3255,4.2
3715,49,-6.4714,-76.1941,5.1
3716,49,-4.7908,153.2468,5
3717,49,43.9809,18.4579,4.3
3718,49,-28.4772,-72.2928,4.4
3719,49,55.9663,-153.2548,2.8
3720,49,-16.9194,-173.1985,4
3721,49,31.658,-104.448,3.3
3722,49,18.0805,-67.43233333,3.32
3723,49,-17.5342,-70.1281,4.1
3724,49,20.0205,145.0975,4.6
3725,49,-57.2175,-25.9177,4.6
3726,49,52.7877,-166.7001,4.3
3727,49,35.8443333,-121.3295,2.88
3728,49,52.7427,-166.7196,3.6
3729,49,51.3996,-176.4808,2.6
3730,49,24.8085,122.5238,4.1
3731,49,-12.9694,-75.0379,4.9
3732,49,35.2279,22.9059,4.4
3733,49,18.7332,-70.4491,4.2
3734,49,-48.5122,107.2207,4.4
3735,49,39.3132,71.5916,4.3
3736,49,-3.419,123.6132,4.1
3737,49,51.5003,-176.5827,2.6
3738,49,41.9929,84.0802,4.6
3739,49,-24.1258,-179.2997,4.2
3740,49,51.8709,179.2951,3.3
