Frame,latitude,longitude,depth,mag
246,36.4155,70.7402,203.83,4.5
246,-56.0713,-144.4304,10,4.5
246,-8.2568,118.5406,154.78,4.5
246,-41.9496,84.7206,10,4.9
246,-58.277,-26.0628,10,4.9
246,39.3941,143.223,23.1,4.6
246,27.1596,59.6919,10,4.9
246,25.0899,95.0419,88.22,4.5
246,35.1737,27.8965,14.36,4.6
246,-60.2492,-26.2999,10,4.6
246,-17.8075,-173.1015,10,4.7
246,-31.286,-177.8731,10,4.6
246,-38.7757,175.9808,10,5.1
246,-36.6058,179.0017,35,4.9
246,-18.9199,-176.3009,10,5.7
247,2.2881,126.8118,47.51,5
247,-6.2189,130.4754,131.85,4.5
247,27.8703,142.5331,14.68,4.9
247,22.1564,144.6013,35,4.6
247,-9.3884,107.9787,10,4.6
247,0.2944,126.1741,35,5
247,-20.2131,-178.4763,592.69,4.7
247,-18.1602,-174.8576,245.84,4.6
247,0.233,126.2728,49.06,4.8
247,-12.4022,85.2191,10,4.5
247,-24.3603,-67.1765,173.22,4.8
247,26.157,143.1454,10,4.5
247,-17.329,-172.8388,10,4.6
247,27.8342,142.7543,10,4.6
247,46.9342,152.2867,63.44,4.5
247,46.5463,152.7605,35,5.3
247,-36.0838,-73.8035,10,5.1
247,72.6327,2.891,10,4.5
247,-17.8643,168.3279,10,5.1
247,-2.5189,68.4834,10,5.6
247,-31.2732,-178.2731,35,4.5
247,47.2115,155.7647,33.52,4.8
247,-17.561,-69.4944,171.38,4.6
247,36.9034,143.3154,10,4.6
247,52.5864,-31.916,10,5.5
247,-6.4064,103.6499,35,5.1
248,-63.3921,172.0591,10,4.5
248,-9.2681,-78.9295,59.23,4.6
248,14.7263,116.1348,11.18,5.3
248,43.7183,-127.8191,10,5.9
248,-44.5313,-80.7026,10,4.9
248,52.6402,-31.6923,10,4.6
248,-57.5793,-66.2685,10,5.1
248,12.6952,-88.7892,35,4.5
248,-26.4773,-177.4188,115.64,4.5
248,-23.8908,-66.7525,206.26,4.5
248,-1.9391,26.9571,10,5
248,26.057,142.716,10,4.5
248,-2.8823,138.7497,35,4.9
248,-1.9889,27.1195,10,4.7
248,-4.1199,152.8017,50.11,4.7
248,16.2295,122.4216,35,4.7
248,1.0589,30.2972,10,4.6
248,28.6904,104.7746,10,4.6
248,12.2878,47.2806,10,4.5
248,21.2484,94.7538,101.57,4.7
248,13.887,120.6748,108.91,4.9
248,-18.0173,167.5038,10,4.9
248,-0.2855,-6.6324,10,4.7
249,3.927,126.4981,69.34,4.7
249,12.9688,-88.7285,57.54,4.9
249,-5.7549,-75.3202,125.41,4.5
249,16.2007,122.4438,35,4.5
249,-20.184,169.0534,27,5.9
249,-31.0401,-177.8439,31.37,5
249,-29.4893,-178.5553,212.33,4.5
249,18.9954,145.5124,231.59,4.5
249,-0.1307,130.5616,10,5.1
249,-0.0178,130.7625,10,4.7
249,64.5991,-152.3668,11,4.6
249,-15.5116,-174.9699,10,4.7
249,47.7065,154.3025,44.14,4.7
249,-34.9176,-107.7883,10,4.6
249,-46.8707,-10.6532,10,5.3
249,41.5937,142.0583,56.79,5.2
250,-48.799,120.6261,10,4.5
250,27.8256,142.7482,24.79,4.7
250,-24.312,-179.8536,510.41,4.5
250,-13.1472,21.5041,10,4.6
250,-58.9513,-26.6336,142.62,5.3
250,-6.3808,-75.6762,10,4.6
250,79.5015,4.4087,10,4.6
250,29.5295,104.9309,10,5
250,33.0736,76.1758,10,4.8
250,29.4776,104.5995,10,4.9
250,-26.031,68.7544,10,5.2
250,60.0666,-140.6313,11,4.5
250,37.0419,143.3141,10,4.6
250,29.1924,142.4578,10,4.5
250,26.9094,55.608,10,4.6
251,6.1092,125.515,35,5
251,-6.5371,155.0233,371.68,5.1
251,37.4988,21.9211,10,4.5
251,58.4215,-31.5271,10,4.6
251,-18.1703,-177.3877,590.73,4.6
251,-28.6645,-177.473,57.28,4.5
251,-10.3286,161.6332,71.43,4.5
251,-6.4714,30.7391,25,5.4
251,32.2335,139.9009,133.09,4.5
251,23.6115,143.9177,26.42,4.9
251,-11.1898,166.2016,66.15,4.7
251,39.3781,15.4884,251.29,4.5
251,51.4405,-178.627,16.71,5.4
251,21.0127,121.5993,59.01,4.8
251,32.9804,76.181,43.93,4.9
251,-53.0913,9.565,10,4.7
251,2.424,126.9049,54.03,4.5
251,-19.5039,168.3934,24.78,5.4
251,-36.3343,-99.2333,20.35,5.5
252,-12.6013,167.1112,209.91,4.5
252,13.5027,120.9428,192.32,5
252,10.5125,-64.4206,10,5.4
252,17.723,-47.1452,10,4.6
252,12.3356,144.6193,19.73,4.5
252,50.4146,-177.173,10,5.4
252,39.5419,-116.5599,9.1,4.6
252,6.6371,126.4167,48,5.7
252,23.9859,121.8377,10,4.6
252,-58.8474,-16.2765,10,5
253,23.6561,-44.8836,10,4.8
253,12.9014,-88.7959,62.5,5
253,-55.9412,-25.8727,10,4.7
253,41.0373,44.1411,6.71,4.7
253,-9.1446,113.4456,71.59,4.7
253,13.6213,120.9785,146.95,4.5
253,6.1366,125.3859,45.95,4.7
253,-18.09,167.5921,10,4.8
253,16.2362,95.0235,10,4.6
253,57.0194,-139.5292,9.94,5.7
253,-12.821,-14.4123,10,4.9
253,4.0301,126.6816,27,5.6
253,4.0825,126.6693,35,4.6
253,14.1685,-92.2555,35,4.8
253,-6.7334,150.3649,10,4.5
253,-15.2839,-173.9409,63.08,4.5
253,4.0428,126.7764,35,4.5
253,4.0638,126.6959,35,4.6
253,-17.8563,167.0842,10,4.6
253,-40.3248,174.2489,110.4,4.5
253,36.6682,71.0056,225.7,4.5
253,-5.9494,147.4992,105.87,4.9
254,-18.0263,-70.0244,93.76,4.5
254,-1.8675,-77.8884,142.67,4.5
254,10.9512,91.8646,24.99,4.6
254,-38.6682,175.8704,158.38,4.6
254,-25.5414,178.2587,618.35,5.6
254,16.5746,40.1419,10,5
254,-38.2779,-93.0066,10,5.4
254,47.1844,152.4364,123.14,5
254,-25.6972,179.459,519.33,4.9
254,-20.4985,-178.0225,549.03,4.5
254,-15.4429,-174.8917,286.06,4.5
254,-31.992,-67.234,123.97,4.5
254,-31.9731,-179.4498,120.36,4.7
254,-21.9969,-176.6015,152.04,4.5
254,-52.5689,13.2256,10,5
254,36.6697,70.6855,261.4,4.9
254,22.0446,144.045,113.06,4.6
255,28.6523,104.8154,10,4.5
255,-15.3942,-64.8512,585.11,4.7
255,-22.1839,-68.6491,124.48,4.6
255,-27.8783,74.0691,10,5.1
255,1.911,128.2406,123.17,4.6
255,-27.8485,74.1564,10,5.1
255,-44.4162,-81.5386,10,4.9
255,-5.8538,148.1286,91.96,4.6
255,50.6199,87.347,10,5
255,50.6187,87.262,10,4.7
255,15.053,122.2746,48.13,5.3
255,-55.9487,-27.9664,104.36,4.5
255,2.6934,127.1573,35,4.7
255,14.9473,122.0581,39.28,4.6
255,26.1445,102.0802,10,4.7
255,36.5594,70.7923,116.83,4.5
256,6.4075,125.1201,10,4.5
256,43.668,-28.793,10,5.3
256,15.8149,-95.005,31.71,4.7
256,14.9256,-61.5452,162.71,4.8
256,-15.3534,-173.1702,10,5.7
256,2.7724,127.4794,60.54,4.5
256,54.7027,-35.1585,10,4.5
256,35.5866,140.2413,55.43,4.6
256,13.7632,145.0613,123.51,4.5
256,-0.3197,132.376,10,5.1
256,-31.396,-68.6181,102.87,5
256,40.6861,33.0299,10,4.7
256,-32.8458,-70.4102,99.38,4.6
257,-33.9647,-73.3528,10,4.9
257,-37.2946,-17.229,10,5.2
257,53.9929,-165.8339,67,5.4
257,-33.9679,-73.2775,10,4.6
257,-0.9809,128.5368,4.45,5.8
257,-30.218,-177.8577,35,5
257,54.4909,-35.1377,10,5
257,35.0677,23.054,46.07,4.5
257,39.3025,142.0202,47.48,4.7
257,-30.3617,-177.7362,35,4.6
257,13.6518,-91.4585,35,5.2
257,-30.2726,-178.0376,35,4.5
257,-15.1864,-173.8515,72.75,4.9
257,15.0049,-94.0783,43.42,4.8
258,-21.9762,169.2651,10,4.7
258,-60.6472,-25.1453,10,4.5
258,-17.8601,179.5163,644.67,4.5
258,-19.5641,-173.1005,10,4.5
258,42.2472,84.4744,35,4.5
258,41.2468,141.9598,56.65,4.7
258,42.4801,84.2853,34.6,4.5
258,51.7355,177.9246,157.68,4.5
258,56.2211,162.752,10,4.6
258,25.9378,143.0647,10,5.1
258,-3.8102,-76.2745,110.01,4.6
258,-17.6225,-178.6984,538.95,4.6
258,10.209,126.4337,35,4.6
258,-1.0895,128.5408,10,4.8
259,39.4353,142.6474,43.66,4.7
259,38.5676,100.2466,17.32,5.1
259,38.6139,100.3144,10,4.6
259,31.3802,51.1235,10,4.6
259,29.691,80.7419,10,4.5
259,-17.9747,-178.432,582.8,4.5
259,-16.275,-173.4717,37.49,4.5
259,31.7794,103.412,10,4.7
259,27.6148,56.3437,10,4.5
259,-16.4441,-174.316,192.68,4.9
259,-17.1609,-176.0498,205.04,4.7
259,46.9538,153.1106,35,4.7
259,61.7197,-150.8904,63.1,5.2
259,-16.3468,168.0375,25.69,4.5
259,-25.2213,-179.1353,399.82,4.9
259,0.4079,125.508,55.3,4.7
260,33.1823,140.7818,51.88,4.5
260,36.3387,-33.9207,10,5.4
260,-11.0514,166.4169,153.18,5.1
260,0.2797,122.2413,148.35,4.5
260,-16.5176,-173.881,42.13,4.6
260,-3.1766,147.0152,10,5.2
260,4.1106,125.9301,139.35,4.6
260,14.4531,-91.963,74.47,4.6
260,35.3317,46.2297,16.09,4.6
260,-55.0335,-31.0229,10,4.7
260,-17.9504,-172.0482,10,4.6
260,44.5509,148.0761,66.13,5
260,-0.5948,127.9948,32.49,5.1
260,9.8171,-82.8466,10,4.8
260,-3.8595,151.4985,10,5.2
260,-6.5906,154.2453,10,5.1
260,5.4093,126.4529,23.45,5.6
260,-17.6025,-178.6227,534.25,4.6
260,9.455,-84.0087,48.39,4.6
260,0.595,-26.6061,10,4.5
260,-54.2007,7.9115,10,5.2
261,5.3927,126.2414,76.65,4.8
261,-10.555,152.3556,10,5.2
261,44.4829,147.0807,118.32,4.9
261,-54.1457,7.8113,10,5
261,-9.888,150.1896,10,5.1
261,-54.1095,7.2318,10,4.8
261,-18.3117,-174.9092,175.04,4.8
261,36.4379,140.7375,46.97,4.5
261,11.7096,140.1807,10,4.7
261,-17.4802,179.5836,576.83,4.5
261,-6.0708,111.8422,610,6.1
261,-6.0586,111.8877,617.56,5.9
261,-6.0534,111.8968,636.41,5.6
261,-53.0048,22.8614,10,4.6
261,6.7306,126.1874,82.8,4.5
262,-23.9012,-179.9559,524.59,4.5
262,-22.7706,-175.0236,10,5.1
262,29.2631,130.7984,21.63,4.6
262,-9.0607,124.0944,75.76,4.5
262,37.6034,20.703,10.32,4.7
262,3.5778,127.2307,45.77,5
262,41.3585,83.8336,10,4.5
262,-4.9628,151.624,138.29,5
262,-31.3116,-177.628,10,4.8
262,-18.253,-172.0999,10,5.3
262,-18.2989,-172.0986,10,5
262,-17.5153,-171.6844,10,4.5
262,-18.3055,-172.5049,10,5.4
262,-18.3109,-172.4619,10,5.1
262,-17.8978,-172.3187,10,4.5
263,-18.1823,-172.0899,10,4.6
263,-18.3152,-172.7837,10,4.5
263,-7.0104,106.1703,72.17,4.5
263,-26.2428,-177.6602,84.88,4.5
263,-17.9802,-172.1945,10,4.7
263,-7.1039,154.8936,10,4.6
263,-18.0917,-172.0154,10,4.6
263,13.933,124.398,23.82,4.8
263,-17.3329,166.9698,10,5.1
263,-0.9506,128.6537,10,5
263,-18.9887,-172.2875,10,4.6
263,-8.372,116.6377,10,4.6
263,-1.0237,128.5799,10,4.6
263,-22.1538,-68.3824,103.54,4.5
263,-49.8441,-111.6726,10,4.8
263,46.1754,106.7555,10,4.8
263,8.8617,126.5577,35,4.7
263,38.6428,70.2215,10,4.6
264,-5.7819,102.4659,27.17,4.6
264,41.3375,19.5303,20,5.6
264,41.4685,19.5438,13.73,5.1
264,-7.3976,145.4737,35,4.5
264,-30.3351,-67.7791,60.1,4.6
264,-6.4584,130.4262,65,5.9
264,40.3701,14.9475,299.64,4.7
264,5.4095,126.4563,35,4.9
264,41.3235,19.5331,10,4.8
264,11.9877,-87.7532,35,4.6
264,51.1121,179.0844,35,4.8
264,48.5377,151.1242,267.79,4.5
264,31.2987,140.5468,29.27,4.7
264,6.7979,-73.0169,157.95,4.9
264,-31.615,-176.2102,10,5.2
264,15.8871,-94.1906,79.06,4.8
264,36.082,68.4308,27.85,4.9
264,-14.6866,-73.5712,67.19,4.9
264,-15.5629,-173.0597,10,5.6
264,-4.7072,155.0772,492.1,4.5
264,1.8648,93.7817,10,4.5
264,-59.9509,-27.5935,89.18,4.7
265,36.6951,71.0896,211.14,4.5
265,29.5329,141.2813,54.38,4.6
265,28.4605,84.3309,18.23,4.5
265,-18.1409,-178.2478,561.83,4.7
265,-17.1581,-174.3946,35,4.7
265,18.5427,-103.9734,10,4.6
265,-6.835,102.6297,10,5.1
265,-5.797,154.5195,176.85,4.5
265,26.6472,129.6097,10,4.6
265,36.9496,142.0663,34.87,4.5
265,8.604,126.7702,35,4.5
265,-36.0451,-73.8352,10,5.3
265,11.0578,138.5967,10,5.2
266,20.0218,145.5453,146.47,4.5
266,8.9314,126.6329,35,4.8
266,52.5333,-166.9067,10,5.3
266,52.1881,159.7353,39.24,4.9
266,19.077,-67.2701,10,6
266,19.0225,-67.2081,5,5.06
266,-18.1494,120.3243,10,4.6
266,-15.1642,-174.8004,253.39,4.8
266,-20.8713,-178.3973,523,5.3
266,34.2103,26.2481,10,4.9
266,40.8578,28.1454,10,4.9
266,31.8651,49.6636,32.63,4.7
266,14.9897,119.888,35,4.9
266,5.6211,-79.6971,10,4.7
266,33.0779,73.7936,10,5.4
267,56.9504,1.8,10,4.6
267,23.9049,122.2454,14.84,4.5
267,4.3944,128.4237,10,4.7
267,14.785,144.5097,29.81,4.6
267,-33.8153,56.2398,10,5.1
267,-33.8212,56.2997,10,6
267,18.1958,40.003,10,4.5
267,-33.786,56.2852,10,5
267,-33.7415,56.1806,10,4.9
267,19.086,-67.2033,12,4.84
267,-25.8392,-177.1338,70.15,4.5
267,-20.9862,-178.7451,589.54,4.8
267,-17.486,-172.7733,10,5.2
267,-58.778,-26.0388,128.05,4.8
267,39.3072,142.0371,53.13,4.9
267,-26.265,-112.1765,10,4.7
267,34.5449,141.7262,10,4.8
268,-17.6881,-178.7316,548.09,4.9
268,-7.1115,125.1051,558.37,4.6
268,33.5716,25.3872,4.77,4.5
268,-4.2508,142.8044,52.06,5.4
268,-27.8767,-66.7515,157.26,5.3
268,-5.8714,148.1437,94.82,5.3
268,25.7654,142.6807,10,4.5
268,-40.6554,-16.7941,10,5.2
268,-40.4946,-16.8308,10,5.4
268,-40.3492,-16.8926,10,4.8
268,8.8507,126.6756,35,4.8
268,-53.1321,28.8854,10,4.5
268,-8.2926,119.8044,180.81,4.6
268,-3.4528,128.3699,12.26,6.5
268,-3.6266,128.4155,10,5.5
268,54.8929,111.6034,10,4.6
268,42.8938,146.4918,35,4.7
268,-19.9567,169.3092,54.81,4.6
268,38.6888,73.443,146.85,4.5
268,33.0481,73.6318,10,4.7
268,-14.1652,167.4773,166.97,4.5
268,26.1169,129.4193,10,4.9
268,40.9035,28.1502,8,5.7
268,-7.1737,150.6002,10,5.1
269,27.9754,-20.1771,10,4.8
269,-29.2328,-175.7301,10,4.9
269,-40.8145,-71.9993,129,6.1
269,-30.4324,-177.4823,28.39,4.6
269,37.8609,88.6904,13.75,4.9
269,-13.3744,-111.4258,10,5.5
269,-6.0558,103.6131,35,4.6
269,-9.882,159.6311,10,5.1
269,10.8407,91.6606,10,4.7
269,40.849,28.1699,10,4.5
269,-29.855,-71.3503,35.1,5.4
269,30.5305,131.1118,39.19,4.5
269,-13.4871,-111.7455,10,4.5
269,-13.4091,-111.1015,10,4.6
269,-25.6663,-177.3094,89.63,5.2
269,-21.8799,-179.3814,598.39,4.6
269,-29.7082,-177.4168,35,4.6
269,-16.3504,-174.3484,112.74,4.5
269,-8.2289,-74.2649,140.92,4.8
269,-55.3105,-27.9512,10,5
269,42.0069,144.54,36.8,4.6
269,19.092,-67.2023,8,4.7
269,-8.9103,-74.9261,35,4.6
269,3.2999,-31.4472,10,4.6
269,37.9095,89.0298,10,4.9
269,38.8586,142.1079,51.57,4.6
269,-23.1959,-69.1071,106.15,4.6
270,-30.1733,-177.8625,34,6.1
270,-15.2842,-72.1261,80.54,4.6
270,-30.0943,-177.9306,31.95,5.2
270,-35.9171,-102.7817,10,5.9
270,-18.7786,-172.606,10,4.6
270,-33.4473,-178.4731,10,4.8
270,14.9065,52.3892,10,4.9
270,-7.3428,105.8531,57.52,4.5
270,-23.5195,-179.7273,563.87,4.5
270,-21.2608,-10.9826,10,4.7
270,53.4682,-165.907,35,4.8
270,-22.6481,-177.1951,226.47,5.2
271,13.9887,145.1131,107.59,4.5
271,-35.282,78.6723,10,5
271,-6.4162,146.8317,102.5,4.8
271,56.2172,120.094,10,5.1
271,5.6756,126.5481,73,6.2
271,35.9731,70.2323,104.86,4.5
271,5.7191,126.6121,77.4,4.5
271,22.2881,144.4304,62.46,4.8
271,5.7288,126.6493,90.42,4.6
271,5.6612,126.5023,75.74,5.3
271,10.9759,91.65,10,4.7
271,11.9723,-73.6923,10,4.9
272,-24.2533,-67.0521,188.33,4.5
272,5.6107,126.6665,70.38,4.5
272,3.9369,64.2142,10,5.3
272,3.886,64.2567,10,4.9
272,-35.4758,-73.163,11,6.7
272,36.5322,140.6042,56.12,4.9
272,-35.4534,-73.2386,10,5.2
272,-35.4988,-73.1703,10,4.7
272,2.6249,127.1076,34.82,4.8
272,18.1191,-47.1393,10,4.8
272,2.625,127.064,52.96,4.5
272,-35.4326,-73.0805,17.49,4.5
272,-35.5169,-72.9884,13.93,5
272,12.8181,-90.2825,10,4.5
272,12.8691,-90.2389,10,5.2
272,-35.397,-73.1821,10,4.5
272,3.7319,64.3102,10,4.5
272,-28.5937,60.635,10,4.6
272,-57.3334,-25.9762,58.47,4.6
272,-5.0785,151.462,9.69,4.9
272,9.6781,126.5431,35,4.7
272,-55.4206,-29.191,10,4.6
272,-8.1016,120.0824,193.46,4.7
272,46.158,152.204,55.73,4.7
272,-22.1911,-68.799,117,5.6
273,40.1226,76.1243,47.46,4.5
273,-17.623,179.865,608.31,4.7
273,-17.6156,179.9142,603.51,4.7
273,-5.1129,151.5435,10,4.5
273,43.4467,136.3734,314.06,5
273,-5.4727,146.303,69.72,4.6
273,-50.4341,-6.8746,10,4.8
273,16.7263,-99.1263,35,4.5
273,-7.2738,150.7004,10,4.6
273,13.3404,144.245,89.2,4.6
273,-55.9278,-122.5586,10,6
273,-56.0759,-122.8912,10,4.8
273,-39.2281,177.736,10,5.1
273,42.2458,142.9031,71.54,4.5
273,22.7595,144.2336,43.12,4.9
273,-32.4998,79.9795,10,5.3
273,-54.0833,6.8684,10,4.6
273,-23.7751,-174.6828,10,4.6
273,-32.0157,-68.0469,10,4.6
273,-59.3753,-148.1166,10,4.6
273,-4.8321,130.5267,86.29,4.5
274,-53.4572,24.5387,10,4.5
274,-22.1901,-10.6919,10,4.7
274,-23.6769,-66.9243,204.75,4.6
274,-55.2581,158.5515,10,5.5
274,-22.5905,-10.6405,10,5.3
274,39.0662,144.4714,10,4.8
274,-21.9497,171.3545,91.46,4.5
274,37.7771,141.659,35,4.5
274,15.7287,-95.1017,29.98,5.3
274,3.5181,64.0684,10,4.8
275,28.3876,108.3839,10,4.7
275,8.5721,-82.9022,14.3,4.6
275,-3.4719,130.9546,10,4.5
275,13.8341,120.6145,84.81,4.5
275,-2.6611,138.8727,10,4.9
275,-3.8477,-11.5479,10,4.7
275,32.1683,140.3065,78.89,4.5
275,-3.7167,-12.0851,10,4.8
275,-53.509,24.9828,10,4.6
275,-23.4117,-67.5576,125.89,4.8
275,3.4982,64.1091,10,4.5
275,19.7655,146.3551,71.1,4.6
275,-41.2256,80.6056,10,4.5
275,5.1799,94.8084,65.39,4.6
275,-5.5447,-80.8043,45.61,4.5
275,51.0542,157.0884,80.17,4.5
275,-56.9757,-30.4709,10,5.2
275,-4.8274,133.6763,33.18,4.6
275,-24.0101,-66.9492,220.45,4.5
275,-56.2254,-27.4676,115.52,4.8
275,36.2765,28.5721,17.77,5.1
275,13.6052,120.7991,137.86,4.6
275,-56.7337,-29.7691,10,4.5
275,24.8695,94.1024,59.2,4.8
275,-56.8916,-30.4981,10,4.6
275,-3.6295,128.5003,10,4.7
275,-20.2448,-173.3563,10,4.5
275,54.1856,169.2632,10,4.8
275,-11.1898,166.146,35,4.5
275,-13.1607,166.7192,61.58,4.6
276,-2.6511,138.3412,13.26,5.6
276,-22.4402,179.737,560.66,4.5
276,-2.6521,138.3374,19.18,4.5
276,-2.7788,138.4972,25.73,4.7
276,37.4969,72.1908,196.92,4.5
276,-8.4624,160.1474,86.89,4.5
276,1.3842,125.6967,57.93,4.7
276,-15.2888,-172.9498,10,4.7
276,5.7239,126.5239,83.15,4.6
276,-18.6199,-71.1568,22.2,4.9
276,-61.0288,-38.9749,10,4.8
277,62.4964,-151.5688,92.8,5
277,-5.362,133.7808,10,5
277,-6.2164,155.2636,158.52,4.9
277,-20.0892,-173.3913,10,4.8
277,-18.0192,-177.8679,571.71,4.7
277,52.0306,178.0721,130.61,5
277,-58.7389,-23.4079,10,4.6
277,-5.7948,133.7861,10,4.6
277,-13.2708,167.2002,202.45,4.7
277,13.4284,144.4892,142.39,4.7
278,-6.7259,129.9182,153.16,4.5
278,-6.3977,147.7374,64.86,5.1
278,35.9894,27.978,76.05,5
278,51.739,158.7779,59.89,4.5
278,16.8077,-99.5887,11.55,4.9
278,59.8451,-30.0766,10,5
278,5.6884,126.5506,74.67,4.5
278,32.0887,140.3626,77.35,4.6
278,27.9931,128.1168,10,5.1
278,27.8861,128.2622,10,4.5
278,27.9673,128.1221,10,4.9
278,28.7054,142.6606,10,4.5
278,27.7744,128.1791,10,4.6
278,8.9795,126.1066,81,4.5
278,37.4099,142.0123,34.09,4.6
278,-16.6972,-173.9722,87.3,4.8
278,-22.0273,169.093,10,4.6
278,-21.9343,-68.5934,119,5.7
278,-12.1237,65.8082,10,4.6
278,-11.958,65.8232,10,4.6
279,19.6966,-64.5655,15,4.96
279,0.9728,126.6418,46.61,4.6
279,-59.1306,-26.1987,124.7,5
279,13.1017,143.321,209.66,4.8
279,-30.4062,-177.9245,10,4.5
279,20.5914,144.8799,128.49,4.6
279,33.8149,132.269,50.17,4.6
279,-59.7842,-26.2635,35,5.3
279,19.5716,-64.5717,10,4.6
279,-38.2702,177.1387,47.56,4.9
279,-19.9715,169.4501,110.96,4.7
279,-23.0271,-66.5352,193.87,4.8
279,38.9469,16.4541,35,4.5
279,41.7617,142.2726,54.43,4.5
279,17.8793,145.7616,183.75,4.9
279,-21.9276,-179.272,591.84,4.5
280,27.293,91.3145,10,4.7
280,-48.8816,123.8037,10,4.8
280,-44.1902,38.8875,10,4.6
280,-0.3699,99.0329,76.23,4.6
280,-6.0212,102.2658,19.96,5.1
280,4.6166,96.4186,25.18,4.5
280,6.0401,125.4474,62.24,4.5
280,5.3468,124.7935,10,4.5
280,26.5958,130.0485,10,4.8
280,54.3259,-35.1196,10,4.6
280,-61.0919,-53.8831,10,4.9
280,-18.1057,-69.4843,138.3,4.6
280,-3.8155,152.2416,10,4.5
281,-10.3678,161.4265,64.55,5
281,14.0047,144.6056,181.63,4.6
281,52.5501,159.5179,54.9,4.6
281,35.7128,140.1115,70.17,4.6
281,42.8627,78.7119,23.81,4.5
281,40.6762,51.9596,10,4.6
281,-7.019,151.1677,10,4.7
281,-57.9319,-139.1827,10,5.5
281,-0.849,148.5096,10,4.8
281,42.3848,143.8191,60.69,4.6
281,20.3995,121.6323,10,4.7
281,36.5983,71.2071,94.62,4.6
281,30.0219,139.0085,408.82,4.6
281,-17.7181,-178.6912,561.67,4.7
281,36.5069,70.6409,203.28,5.1
282,-35.0474,-179.3268,10,5.6
282,-35.0756,-179.2957,10,4.5
282,-15.3075,-172.8203,10,5.2
282,11.3241,-86.6884,23.9,4.6
282,-57.9578,157.3779,10,5.6
282,-55.8657,-27.0584,37.65,4.6
282,-3.5866,128.2207,35,5.2
282,-3.6092,128.2807,49.85,4.6
282,-57.921,157.4602,10,4.6
282,-57.8126,157.4963,10,4.5
283,4.086,147.1498,10,4.6
283,-6.8575,129.5202,144.3,5
283,-18.6107,168.4192,39.65,4.5
283,-16.0936,-73.3569,64.01,4.7
283,-35.2481,-179.3491,10,4.8
283,7.1349,-77.1082,40.25,4.5
283,-46.9451,-10.4156,10,5.3
283,15.8766,-96.6931,35.51,4.8
283,10.6575,-43.6014,10,4.6
283,6.6978,125.0281,10,5.1
283,17.7311,146.0785,114.89,4.5
283,-29.25,-71.725,36.3,4.7
283,-11.9343,166.1366,23.07,4.6
283,55.8376,162.971,43.67,4.9
283,-22.8691,-114.4103,10,4.6
284,-0.5752,127.212,74.03,4.6
284,34.4118,23.3026,35,4.5
284,-4.7161,125.2902,482.83,4.7
284,-24.2754,-66.8928,169.45,4.7
284,-18.6737,-172.6237,10,5.2
284,37.6867,20.9105,10,4.5
284,-7.1288,129.3297,152.47,4.7
284,-5.1039,152.6277,23.71,5.3
284,56.1918,-148.6093,10,5
284,-11.0989,162.0704,10,4.6
284,37.4973,20.6245,5.96,4.5
284,10.1527,-104.2204,10,4.6
284,34.7248,140.6235,48.04,5.3
285,-5.0515,130.8658,62.79,4.6
285,-3.5263,139.7716,35,4.8
285,22.0594,110.347,10,4.6
285,5.6523,126.5608,84.89,4.5
285,32.3678,49.7049,10,4.9
285,2.4516,128.8078,39.94,4.6
285,35.8482,22.0579,18.1,4.5
285,-4.8398,28.1332,10,4.6
285,-6.7243,146.4636,10,4.9
285,37.3224,72.2072,233.54,4.5
285,12.8542,-89.8563,35,4.5
285,-25.6287,-177.3771,82.4,4.5
285,-20.3218,-173.3521,10,4.8
285,16.1427,-97.9878,10,4.7
285,-56.3302,-26.1992,19.6,5.5
285,16.5267,146.3691,17.22,5.2
285,44.5624,148.7512,86.91,5
286,-44.8969,35.0388,10,5.4
286,-5.5027,-11.5035,10,4.7
286,-0.1053,124.7668,30,5.1
286,-20.55,-178.8283,606.55,4.6
286,-30.2275,-177.9883,44.75,5
286,-11.2394,165.8768,22.93,4.6
286,3.8483,64.323,10,4.6
286,6.914,123.7446,42.3,4.5
286,36.5287,70.6021,202.56,5
286,-15.0925,167.5114,120.59,4.6
286,-25.4249,179.3502,512.84,4.5
286,36.548,70.8432,201.25,4.5
286,-8.2152,109.3923,89.44,4.5
287,-58.9763,-23.1876,10,4.5
287,16.8207,-46.3224,10,4.7
287,52.5548,161.0035,10,4.6
287,52.5703,172.3329,10,4.5
287,-17.2001,-175.0889,145.57,4.6
287,10.5098,-62.4466,92.9,4.9
287,-6.0193,146.9011,99.2,5
287,-55.7997,-27.076,19,5.5
287,-21.1399,-173.788,10,5.1
287,-4.482,101.1948,19,5.9
287,-4.516,101.126,10,4.7
287,-55.6465,-26.9468,10,4.5
287,44.628,146.6684,100.77,5.3
287,6.7977,124.9055,10,4.8
287,-55.4148,-123.5634,10,4.6
287,5.5661,126.4543,94.82,4.6
287,-4.4307,101.1328,10,5.1
287,-55.6989,-27.1635,10,4.9
287,-46.9628,-10.3839,10,4.7
287,24.919,125.4742,55.36,4.8
287,-14.3551,166.615,10,5.1
287,39.2739,17.0871,10,4.5
288,-57.0407,-25.0925,10,4.9
288,-5.6113,151.9554,35,4.7
288,30.5451,142.5395,10,4.6
288,0.3907,126.4185,18.94,4.6
288,36.4016,21.7018,10,4.6
288,-20.1747,-173.3349,10,5
288,-59.8784,-26.9259,10,4.7
288,1.21,96.8944,10,4.6
