Frame,latitude,longitude,depth,mag
1128,-7.1929,105.0262,31.04,4.5
1128,-19.1471,-177.5638,587.11,4.5
1128,29.6736,51.7369,10,4.8
1128,80.8314,120.4384,10,4.5
1128,-58.4984,-25.3381,35,4.9
1128,-49.8546,163.2234,10,5.2
1128,-16.0864,-175.9854,372.77,4.5
1128,-27.7569,-176.3267,10,5.6
1128,-60.6693,-26.7257,10,4.5
1128,-5.3533,153.9326,49.31,4.7
1128,-8.3977,104.021,10,4.6
1128,-6.5234,153.7118,10,4.9
1128,-27.8219,-176.272,10,4.8
1128,-27.8534,-176.3672,10,5.3
1128,-27.703,-176.4198,10,4.7
1128,-21.1035,-174.2706,9.61,5.5
1128,-21.1103,-174.1964,10,4.7
1128,-27.8091,-176.2262,10,4.6
1128,14.2636,-93.4649,10,5.1
1128,4.8819,125.9774,145.17,4.5
1129,-20.8569,-175.5787,10,4.7
1129,-20.8318,-175.5647,10,4.6
1129,-29.8757,-176.4628,10,4.8
1129,-27.81,-176.3126,10,4.7
1129,-27.9248,-175.9728,10,5.5
1129,-32.2383,-179.0992,66.34,5.3
1129,0.7928,98.5208,59.15,4.7
1129,35.0634,31.8203,26.39,5.3
1129,13.919,-92.3862,30.14,4.8
1129,-10.9468,-78.4868,49.57,4.7
1129,53.1707,-166.6957,35,4.6
1129,-29.6881,-176.9808,10,5.2
1129,47.0848,-27.2292,10,4.8
1129,52.2216,177.4869,8.39,4.5
1129,19.9104,121.5724,49.6,4.9
1129,55.8146,-149.1963,10,4.9
1129,-29.9208,-177.6108,9.9,4.5
1129,-29.8977,-177.1212,10,4.5
1129,-29.7901,-176.9616,10,4.6
1129,-29.6594,-176.8946,10,4.6
1129,-23.2267,-64.9863,24.36,5
1129,-29.693,-176.7953,10,4.9
1129,-7.4795,119.6713,10,4.9
1130,11.7278,144.3581,10,4.5
1130,-23.2132,-175.0544,10,4.9
1130,2.0354,96.5742,40.41,4.7
1130,-34.6149,-73.6867,10,4.5
1130,11.7246,144.3772,10,4.6
1130,11.6547,144.5605,10,4.5
1130,-9.1111,125.7147,10,5.2
1130,-4.4661,-76.9283,110,6.5
1130,12.2802,-88.808,10,4.5
1130,35.8923,65.3793,26.16,4.8
1130,-60.0556,-26.7007,95.97,4.6
1130,0.3054,126.3326,47.64,4.9
1130,-28.6299,74.0194,10,4.5
1130,-24.0594,-175.6196,10,4.5
1130,36.5399,70.4391,205.03,4.9
1130,-30.8427,-178.1141,10,4.8
1130,-14.9485,168.336,10,4.7
1130,-57.9455,-25.83,35,5.1
1130,54.2697,-161.5975,31.22,5.4
1130,-30.6918,-178.8505,222.26,4.6
1130,-29.8808,-176.1642,10,4.7
1130,2.3828,128.5648,223.8,4.5
1130,-29.4817,-176.998,10,4.9
1130,-6.0358,151.5255,23.31,4.9
1130,-29.5528,-176.9654,10,4.8
1130,-27.9119,-66.9927,162.5,4.5
1130,-6.4941,103.4437,10,4.5
1130,-31.9018,-178.3075,10,4.7
1130,-7.2617,105.9667,44.85,5.2
1131,-20.8613,-175.56,10,5
1131,-20.9651,-174.2447,10,4.6
1131,-30.5691,-177.495,10,4.6
1131,-18.2751,167.7623,10,4.9
1131,-8.0237,127.3863,80.54,4.5
1131,-20.6822,-175.2642,10,4.6
1131,-23.4005,-177.028,163.65,4.8
1131,-48.033,99.4949,10,6.3
1131,-18.2427,168.2087,21.56,4.7
1131,8.3831,-83.1568,18.18,5
1131,-30.3435,-177.6455,10,4.8
1131,-16.8729,-173.6791,10,4.9
1131,-20.918,-178.4468,544.48,4.5
1131,29.762,-42.8702,10,5
1131,-48.0889,99.0045,10,4.9
1131,31.7182,142.455,10,4.6
1131,-8.973,124.0641,105.44,4.7
1131,36.4307,71.126,212,5.8
1131,-10.7418,164.5779,10,4.7
1131,5.6047,126.5823,57.17,4.6
1131,53.5683,-163.2822,18.61,4.5
1131,-17.1493,-174.3115,151.32,4.7
1131,-21.2896,-179.0137,617.08,4.5
1131,-1.0684,-24.5359,10,4.5
1132,-47.2449,165.3745,15.13,5
1132,-33.135,-179.556,74.3,5.1
1132,3.7084,126.7462,35,4.7
1132,-7.3954,121.2078,10,4.6
1132,52.5866,143.276,10,5.2
1132,-22.7419,171.8685,10,4.9
1132,41.5926,142.0664,60.03,4.5
1132,-15.8445,-172.8816,21.97,4.6
1132,-7.3449,121.3006,10,4.6
1132,-21.7105,-176.4618,172.26,5.2
1132,-29.8339,-177.7053,20.43,4.8
1132,18.9143,146.6512,95,4.5
1132,-56.7245,147.6101,10,4.5
1132,13.8159,-92.3328,10,4.6
1132,-30.5567,-177.4115,10,4.7
1132,10.5803,-73.2201,69.23,4.7
1132,62.7471,-148.7049,61.6,5.2
1132,-31.5838,179.7062,418.77,4.5
1133,-20.6557,-175.4246,10,4.9
1133,-30.6337,-177.2939,10,4.9
1133,-30.8579,-177.3213,10,4.9
1133,-58.6191,-25.2376,35,4.7
1133,-20.5914,-177.5159,509.53,4.5
1133,-17.7244,-178.672,550.02,4.5
1133,-27.8815,-176.4812,7.44,4.9
1133,-29.3608,-176.7297,10,4.8
1133,11.7595,144.6012,10,4.6
1133,11.7663,144.4242,10,4.5
1133,-30.4816,-177.5861,10,4.6
1133,-28.1155,-177.698,10,4.6
1133,-56.3188,-25.7549,10,4.9
1133,7.3675,-80.497,10,4.6
1133,-58.6463,-26.2175,126.99,4.6
1133,0.3452,122.4231,126.02,4.8
1133,-58.3553,148.9228,10,4.7
1133,-56.1445,-25.8452,10,4.7
1133,-25.0653,-179.8585,466.89,4.6
1133,-22.1743,-68.6576,105.47,5.3
1133,-0.4253,122.0153,18.05,4.5
1133,-29.1825,-177.0122,10,5
1133,-31.5441,179.9015,349.5,4.7
1133,-46.8096,165.1552,10,4.6
1133,-0.7184,97.1326,10,4.6
1133,-7.229,-13.0194,10,4.7
1133,-13.5,174.4075,10,5.3
1133,-5.656,149.9727,121.29,4.7
1133,-59.5982,-26.3878,59.75,5.2
1133,24.3866,122.0372,30.01,5.1
1134,-20.6794,-175.5721,10,4.7
1134,5.591,126.6345,76.42,4.5
1134,-20.2559,-67.4347,208.05,4.5
1134,-9.8698,155.2334,10,4.7
1134,-20.5753,-175.4148,10,4.6
1134,-15.2186,-177.6697,409.94,4.6
1134,-33.5981,56.9114,10,4.9
1134,-59.2502,-25.4771,35,5.2
1134,29.7496,141.276,51.95,4.5
1134,12.0418,141.6632,59.27,5.2
1134,4.6568,127.7491,134.66,4.5
1134,54.8778,156.5205,10,4.8
1134,-30.2682,-177.8746,35,5
1134,-23.8043,-175.7019,10,5
1134,-55.6963,-145.0945,10,4.8
1134,-58.3399,-14.7376,10,5.1
1134,-16.311,66.9078,10,4.5
1134,-55.7217,-145.0455,10,4.6
1134,10.7745,92.8626,33.09,4.5
1134,-55.2677,-144.8182,10,5.1
1134,-23.6673,-175.6008,10,5.2
1134,-53.2311,9.4643,10,5
1134,84.306,106.8179,10,4.5
1134,84.3145,107.0011,10,4.7
1134,-55.4158,-145.1226,10,4.7
1134,-0.417,-19.8913,10,6.2
1135,-13.743,174.5274,10,4.8
1135,-6.3995,150.1995,10,4.7
1135,-13.8407,174.5615,10,4.6
1135,-55.6117,-144.9219,10,4.8
1135,26.9712,126.409,10,4.6
1135,26.8395,126.5254,10,5.6
1135,84.1825,108.0265,10,4.5
1135,-59.9216,-26.6954,63.98,4.7
1135,48.5137,142.3651,10,4.9
1135,48.455,142.287,10,4.7
1135,26.8044,126.3433,10,5.1
1135,-19.4067,167.835,10,4.8
1135,26.7875,126.2837,10,4.6
1135,26.9307,126.3124,10,4.5
1135,-20.7425,-175.5152,10,4.9
1135,-20.4419,-175.6943,10,4.5
1135,12.2121,143.9832,23.19,4.6
1135,-29.9462,-176.2675,10,4.5
1135,-20.6213,-69.1511,93.38,4.8
1136,-23.7312,-179.7261,522.01,4.6
1136,-19.4628,-177.9494,507.64,4.6
1136,-23.7443,-175.8408,10,5
1136,-16.0311,-74.5063,10,4.7
1136,-27.4268,66.4124,10,4.5
1136,-6.1172,149.901,47.83,5.1
1136,-55.5284,-144.6928,10,5
1136,29.275,142.2764,3.15,4.6
1136,-21.5255,-177.1685,295.67,4.8
1136,-6.6247,151.07,10,4.6
1136,-56.4952,-26.7052,107.33,4.5
1136,44.7809,10.7829,10,4.6
1136,-15.2046,-173.3506,10,4.7
1136,-4.5998,102.6994,64.22,4.6
1136,-57.2155,-25.0898,10,5
1136,-58.3474,-23.035,10,5
1136,-20.4263,-11.7489,10,4.9
1136,-6.0176,147.8482,10,4.5
1136,-34.1858,179.4818,10,5.1
1136,11.8961,144.2478,10,4.5
1136,23.9567,122.3034,24.83,4.6
1136,-20.2826,-174.4458,45.55,4.9
1136,-10.3324,-13.1276,10,5.5
1137,-6.4125,129.827,156.14,4.7
1137,1.8197,127.5204,63.48,4.7
1137,-20.6923,-175.4589,10,4.9
1137,-15.014,-173.3585,10,4.6
1137,11.7432,144.4815,10,4.5
1137,11.9576,144.6693,10,4.6
1137,37.1392,141.0558,38.73,4.5
1137,13.4033,144.9572,57.08,4.5
1137,11.7188,144.4136,10,4.9
1137,-33.0189,-179.6783,86.98,4.6
1137,11.6711,144.4172,10,4.6
1137,-60.5508,-25.4135,10,4.8
1137,-20.8277,-175.439,10,4.5
1137,-10.5177,-13.044,10,5.3
1137,-0.4878,-19.9836,10,4.8
1137,-3.5114,144.0527,10,5.5
1137,-0.472,-19.9228,10,4.7
1137,-4.4151,132.89,10,4.5
1137,49.4892,155.0619,98.31,4.8
1138,23.9876,122.3434,28.59,4.9
1138,-3.5101,144.1014,10,5.2
1138,-3.5597,144.1752,10,4.7
1138,-11.3264,163.5602,10,4.6
1138,5.8987,124.5212,81.46,4.9
1138,23.9813,122.2835,10,5.3
1138,24.0328,122.2649,10,4.7
1138,23.9679,122.3232,21.91,4.5
1138,23.9598,122.3354,24.35,4.5
1138,26.0883,96.4951,10,4.8
1138,-59.5668,-25.4837,10,4.6
1138,-59.1459,-23.8766,10,4.7
1138,-15.0457,168.1109,10,4.9
1138,20.1251,121.3859,26.22,5.2
1138,-23.8712,-176.075,58.65,4.6
1138,-23.716,-175.1843,10,4.9
1138,-23.4827,-175.7479,10,4.9
1138,-9.8502,160.2303,33.54,5
1138,-3.4958,143.8922,10,5
1138,3.356,126.6344,35,4.6
1138,0.3237,96.3796,10,4.5
1138,-10.4264,-13.3161,10,4.7
1138,-59.5071,-25.7576,26.91,4.6
1139,-48.0472,31.4698,10,4.5
1139,-0.4424,-19.7758,10,5
1139,-29.6078,-177.0683,22.47,4.9
1139,35.4588,70.5963,83.92,4.6
1139,-62.5689,-158.0635,10,4.7
1139,-25.1168,-13.6064,10,4.6
1139,-0.4912,-19.9859,10,5.5
1139,-57.8794,-25.4621,35,4.5
1139,-5.6589,154.5171,91.46,5
1139,-20.4906,-175.5045,10,4.9
1139,-53.2628,-46.1074,10,4.7
1139,18.9755,145.816,117.42,4.7
1139,-25.3058,-178.7596,365.8,4.9
1139,-30.5331,-178.7939,135.9,4.8
1139,1.9519,-97.8908,10,4.8
1139,-21.3336,-68.6551,125.42,4.5
1139,19.1297,121.173,28.22,5.5
1139,13.9622,-91.807,34.92,4.8
1139,42.4366,144.1559,45.77,4.9
1139,-56.1207,-27.8924,98.25,5.3
1139,44.6272,149.0614,35,4.7
1139,-7.9474,122.3456,10,4.5
1139,0.9313,126.2631,38.1,5.7
1139,57.4802,-33.2349,10,4.8
1139,57.4894,-33.0851,10,4.9
1139,5.9977,125.5927,84.83,4.5
1139,-44.0617,168.6747,10,4.7
1140,-21.0579,173.5367,10,5.4
1140,-56.2952,-26.3091,35,4.7
1140,7.259,94.292,10,4.5
1140,0.5647,30.2209,10,4.7
1140,-18.4878,-175.0677,225.47,4.8
1140,-14.5291,-177.8241,10,4.7
1140,41.1598,44.01,10,5.3
1140,13.9784,146.2794,10,4.6
1140,30.1817,131.0326,30.64,4.5
1140,-33.9132,-178.4446,10,4.6
1140,11.8053,142.3083,10,4.6
1140,11.7884,144.2842,15,6
1140,11.7365,144.4353,10,4.6
1140,11.7324,144.4544,10,5.3
1140,11.8862,144.3352,10,4.5
1140,11.8647,144.4233,10,4.5
1140,11.7544,144.4442,10,4.5
1140,11.7455,144.4122,10,4.5
1140,11.7877,144.348,10,4.7
1140,11.7939,144.2163,10,4.8
1140,11.8182,144.3455,10,4.7
1140,11.7291,144.7592,10,4.7
1140,11.7813,144.6235,10,4.6
1140,-20.8444,173.5713,10,4.6
1140,11.7953,144.4198,10,4.6
1140,-4.3271,29.3112,10,4.7
1140,0.5587,30.2271,10,4.9
1140,1.3673,126.4272,10,4.5
1140,11.8202,144.4084,10,4.6
1140,-4.5205,139.1393,10,4.5
1141,35.8658,140.5794,44.97,4.5
1141,-5.643,154.7052,93.24,4.5
1141,11.7824,144.4266,10,4.5
1141,-20.861,-175.3506,10,4.5
1141,-8.7633,-108.8797,10,4.5
1141,-8.9284,-108.3336,10,4.6
1141,3.3713,-83.0445,10,4.6
1141,-30.5372,-176.3272,10,4.5
1141,28.84,130.1525,39.96,4.7
1141,-18.2798,-172.1642,10,4.5
1141,70.7114,-14.3853,10,5.7
1141,70.8189,-14.0988,10,4.7
1141,-8.4848,134.8418,10,4.8
1141,-55.6666,-144.4006,10,4.7
1141,18.3544,145.6846,188.28,4.5
1141,-6.3519,129.4469,165.41,4.5
1141,51.2349,93.23,10,4.9
1141,14.2704,-93.1369,10,4.6
1141,16.7717,-61.339,46.8,5
1142,1.3933,96.9566,10,4.5
1142,11.7987,144.3866,10,4.5
1142,11.606,143.0458,10,4.5
1142,-8.0764,-13.5606,10,4.7
1142,38.327,22.1427,10,4.6
1142,-58.4116,-25.561,71.51,5.1
1142,38.1814,-117.7833,4.1,4.7
1142,-5.5636,150.3977,125.56,4.6
1142,-18.693,168.8787,155.03,4.6
1142,-0.0354,123.9463,96.44,4.6
1142,26.6654,126.5468,10,4.7
1142,32.3503,-16.9067,11.68,4.9
1142,-28.7165,-176.7223,10,4.6
1142,-58.3398,-25.5274,31,5.5
1142,23.854,121.5489,10,4.5
1142,-25.0444,-176.8926,83.35,5
1142,14.1476,-91.3982,60,6.2
1142,14.1463,-91.4233,73.24,4.5
1142,-20.7637,-175.4403,10,5
1142,12.5563,-86.8837,172.05,4.6
1142,12.5622,125.2129,35,4.5
1143,11.6845,144.3868,10,4.5
1143,-64.9284,177.4034,10,4.6
1143,8.0859,91.9122,10,4.7
1143,-23.7682,179.9981,535,6.8
1143,7.653,-37.7695,10,5
1143,-57.368,-24.7232,10,4.6
1143,-56.6372,-24.049,10,4.6
1143,-6.7544,130.0682,66.17,4.6
1143,-15.5688,-173.8102,29.25,4.5
1143,-11.2174,166.1147,35,4.5
1143,11.457,-85.7979,144.46,4.5
1143,-59.1913,-23.7333,10,5.6
1143,-60.0787,-26.2186,35,4.5
1143,15.438,-95.1154,19.95,4.6
1143,42.0783,142.5361,50.09,4.9
1143,2.7608,128.5849,201.23,4.6
1144,-16.1646,-172.3743,10,4.7
1144,-24.202,-175.6653,10,5
1144,22.7999,143.2641,74.9,4.6
1144,-30.7298,-178.7433,106.95,4.8
1144,-20.2257,68.1986,10,4.8
1144,-1.5803,-78.0537,168.52,4.5
1144,-23.9932,-175.6644,10,4.9
1144,-7.9896,124.3371,188,4.6
1144,-9.3478,107.0103,10,5.1
1144,38.8385,90.4969,10,4.7
1144,-29.9622,-179.277,303.72,5.5
1144,-10.1481,118.7247,35,4.9
1144,-22.5502,-173.8647,10,4.7
1144,12.9776,-87.9881,67.15,5.2
1144,-56.6838,-25.4724,33.83,5
1144,38.2149,141.689,56.19,5.1
1144,-25.5474,70.0131,10,4.8
1144,-25.5472,70.1442,10,5.1
1144,-3.6606,131.3756,10,4.5
1144,-15.8442,-173.1223,13.76,4.6
1144,-57.94,-25.8508,50.01,4.6
1144,11.6699,144.6233,10,4.5
1145,-59.8803,149.3198,10,4.9
1145,26.5157,127.7296,17.46,4.6
1145,-19.3225,-177.4319,545.94,4.5
1145,-0.9408,126.8948,10,4.6
1145,-6.3031,31.0686,10,4.5
1145,-11.1488,166.2226,60.98,4.5
1145,-6.2617,142.5975,10,5.1
1145,-62.7474,-61.1769,10,5
1145,-50.2876,114.196,10,5
1145,-6.2792,130.8949,94.54,4.6
1145,-60.4694,-27.1711,10,4.8
1145,-29.5446,-176.943,10,5.1
1145,28.2785,142.9624,10,5
1146,-21.3225,-175.2114,10,4.6
1146,-23.5455,-175.8284,10,5.2
1146,-56.6309,-142.9303,10,5.7
1146,-6.1029,154.8931,111.83,4.9
1146,-58.9713,-23.8212,10,4.6
1146,-7.6953,117.3562,307.98,4.5
1146,-15.1786,-173.4942,10,4.9
1146,-3.5551,131.4352,39.19,4.5
1146,23.9452,122.5545,10,4.7
1146,-23.1308,171.3629,10,4.5
1146,23.8929,122.559,25.88,4.5
1146,55.2732,-157.8084,16.5,5.3
1146,-18.4124,-71.2319,30.19,5.1
1147,-9.0975,124.7537,34.79,4.5
1147,10.3919,126.4334,10,4.7
1147,10.5263,-86.2436,10,4.6
1147,-43.0631,173.4035,7.79,4.5
1147,-4.1525,153.7751,10,4.8
1147,6.0071,126.6453,58.12,5.5
1147,48.1317,152.5399,148.98,4.6
1147,6.0475,126.5737,67.67,4.5
1147,6.0502,126.6352,55.54,4.5
1147,11.7173,144.5134,10,4.7
1147,6.0208,126.5677,61.47,4.7
1147,24.6421,142.8143,10,4.6
1147,6.0077,126.6059,60.87,4.9
1147,5.6265,125.2277,46.89,4.6
1147,-38.2103,176.2336,160.51,4.6
1147,6.0123,126.5855,51.82,5.2
1147,-56.3851,-24.5881,10,4.6
1147,34.0214,137.1949,343.74,4.5
1147,30.7466,96.1421,10,4.5
1147,-26.8656,-176.2072,10,5.1
1147,-8.21,154.4744,10,5.2
1147,2.2836,-84.494,10,4.7
1147,36.2176,140.984,36.09,4.6
1147,28.7807,130.1476,43.35,4.8
1147,53.1517,-166.7921,30.29,5.1
1147,35.919,140.8058,55.77,4.5
1147,-41.752,173.6512,36.39,5.2
1147,52.9834,158.6783,108.13,4.5
1147,-22.7215,168.7817,10,4.5
1147,13.6021,120.8739,139.31,5.3
1147,13.658,144.9841,103.26,4.9
1147,46.9059,152.8156,35,4.6
1147,-5.6394,154.4608,95.32,5.1
1147,11.7598,144.4664,10,5.1
1148,-8.2068,120.6211,20,5.7
1148,-8.1186,120.6733,10,5.3
1148,-8.1698,120.7645,10,4.8
1148,22.6801,93.3976,48.71,4.6
1148,-8.0904,120.7908,10,5.5
1148,-8.0921,120.8146,10,4.6
1148,-8.0852,120.7696,10,4.7
1148,43.2646,145.3478,105.22,4.5
1148,-8.1031,120.7282,10,4.7
1148,-8.0734,120.7439,10,4.5
1148,-8.1038,120.6142,10,5.2
1148,-17.0672,-178.8648,538.88,4.8
1148,-8.0214,120.7263,10,4.5
1148,-8.085,120.6719,10,4.5
1148,26.8606,126.4361,11.49,5.6
1148,29.5407,140.8144,98.08,5
1148,-8.1405,120.6516,10,4.9
1148,-23.3066,-174.2498,10,4.9
1148,16.0181,147.2493,10,4.5
1148,-8.1126,120.7985,10,4.9
1148,-8.1244,120.7407,10,4.7
1148,34.574,98.9663,10,4.6
1148,-69.7739,165.3918,14,6.3
1148,-6.5455,-81.006,35,4.5
1148,-59.7894,-50.6174,10,4.5
1148,32.5642,141.7934,10,4.6
1148,-8.0831,120.6949,10,4.6
1148,53.2462,-166.6973,43.45,5.1
1148,-6.3173,129.5583,10,4.7
1148,-22.6664,-66.2663,251,6
1148,-8.1001,120.6809,10,4.7
1148,-7.9161,120.9161,10,4.5
1148,64.6051,-17.7978,10,4.9
1148,-16.1151,-173.9733,163,5.9
1148,-23.8078,-179.4899,500.33,4.5
1149,-8.0338,120.7518,10,4.6
1149,-32.9918,-178.7285,35,4.6
1149,-58.1773,-24.0992,10,4.6
1149,-2.5325,140.179,10,4.5
1149,-21.0711,168.4945,10,4.6
1149,-8.582,149.3045,11.53,4.6
1149,27.6007,56.3352,10,4.6
1149,-48.162,-9.8792,10,4.7
1149,-8.9831,125.2093,37.35,4.7
1149,-25.8485,-70.3511,59.59,4.5
1149,14.6095,54.7571,10,4.7
1149,-1.3218,-15.3939,10,4.5
1149,0.9131,126.0683,35,4.6
1149,-24.3653,-179.7651,493,4.5
1149,-14.5896,-178.0058,10,4.6
1149,-4.818,144.5026,49.38,5.1
1149,-24.0587,-175.0043,10,4.5
1149,-0.2044,125.0415,71.43,4.5
1149,-14.8399,167.3738,117.33,4.7
1150,7.8174,-74.2494,50.69,5.5
1150,8.4885,126.4977,54.98,4.5
1150,26.8968,126.4522,10,5.1
1150,5.1741,-82.7022,10,4.8
1150,6.206,127.4589,10,4.5
1150,13.9394,145.0306,159.54,4.5
1150,1.3101,127.6901,135.11,4.6
1150,6.6538,126.9663,50.65,4.5
1150,-58.4591,-29.744,10,5.5
1150,-5.5991,151.9238,10,5.3
1150,-6.668,155.1821,35,4.6
1150,-26.7604,-176.0845,10,4.7
1150,37.4192,142.9545,10,4.8
1150,-5.5895,151.9257,25.05,5.3
1150,18.4335,145.313,490.26,4.6
1150,-5.5084,151.8556,35,4.9
1150,-14.9557,168.1057,10,4.6
1151,-5.5374,151.8331,10,4.7
1151,-5.6683,151.962,10,4.6
1151,-27.2265,-176.2139,10,4.5
1151,3.2055,128.1906,109.09,4.5
1151,-30.7078,-177.4512,10,5
1151,-55.4319,-28.0082,35,4.5
1151,-7.3408,28.1712,10,4.5
1151,-26.8138,-107.2857,10,4.7
1151,5.9549,126.495,69.5,4.6
1151,36.4695,70.4004,201.34,4.5
1151,0.2493,100.0017,10,5
1151,0.219,100.1006,4,6.1
1151,-0.3419,99.904,10,4.9
1151,5.0833,32.2789,10,4.5
1151,-32.8989,-178.4561,10,4.8
1151,18.8198,-74.134,10,4.7
1151,0.1186,100.0685,10,4.7
1151,0.0316,100.071,10,4.9
1151,6.0067,126.5976,56.84,4.7
1151,-28.6854,-70.3466,103.67,4.8
1151,-56.3364,-27.1155,91.75,5
1151,-26.8757,-175.9637,10,4.9
1151,26.7309,126.4724,10,5.3
1151,2.6813,127.3032,80.14,4.5
1151,-8.098,118.6152,180.34,4.8
1151,-23.9557,-66.7545,206.17,4.5
1151,-8.055,120.7064,10,4.5
1152,-20.8913,-175.3593,10,5
1152,55.0024,165.8986,27.77,5.3
1152,-17.0173,-178.6775,492.57,4.5
1152,-21.0314,-173.6113,10,4.8
1152,0.0531,100.0279,10,4.5
1152,37.6364,-24.6617,10,4.5
1152,-59.6178,-26.343,40,5.8
1152,11.8201,144.3963,10,4.7
1152,37.5261,141.2847,58.34,4.6
1152,-3.5433,143.8151,10,5.4
1152,11.6425,144.1273,10,4.9
1152,11.8645,144.3431,10,5
1152,11.7319,144.4918,10,5
1152,11.8998,144.5243,10,4.6
1152,-4.9709,101.7374,35,4.8
1152,11.4143,144.772,10,4.6
1152,11.4699,144.6827,10,4.7
1152,30.0963,-42.4488,10,5.2
1152,-20.5514,169.4199,65.22,5
1152,-7.5477,156.1359,83.16,4.8
1152,39.3263,142.4203,51.55,4.9
1152,5.7048,126.2848,119.18,5.2
1152,51.8955,178.4066,102.2,4.8
1152,-24.6611,-175.1754,10,4.5
1152,-62.9516,-158.5779,10,4.5
1153,-19.1902,-175.0763,150.63,4.5
1153,11.7191,144.3884,10,4.6
1153,11.6054,144.5132,10,4.6
1153,-8.5193,124.2411,10,4.5
1153,-33.2517,-178.2881,10,4.5
1153,-21.7258,-178.9521,561.89,4.5
1153,0.1069,99.8773,5.13,4.7
1153,-58.0012,-25.5301,66.26,4.8
1153,-33.1099,-178.3803,10,4.8
1153,-2.5455,126.2791,10,4.9
1153,-5.7277,151.9956,43.95,4.6
1153,-35.0401,-107.2832,10,4.7
1153,-35.1335,-107.5714,10,4.7
1153,-15.1307,167.7549,119.76,4.6
1153,21.952,143.3219,220.81,4.5
1153,42.7583,146.5208,36.97,4.7
1154,42.7074,146.4735,39.21,4.5
1154,43.7806,148.5952,10,4.6
1154,43.8999,148.5834,10,5.1
1154,26.5264,128.7287,35,4.5
1154,-37.0159,178.2068,120.94,4.7
1154,41.9275,88.1626,10,4.8
1154,56.8009,124.7864,10,4.7
1154,-8.0745,120.658,10,4.6
1154,-8.2224,120.493,10,4.7
1154,-7.6606,121.2254,10,4.5
1154,-29.8884,-71.7733,27.21,5.1
1154,-17.4713,168.6368,236.01,4.5
1154,5.036,94.3896,35,4.6
1154,-36.9801,-73.993,9.93,5.7
1154,-21.856,-68.3938,130.5,4.5
1154,-18.1044,-177.8107,604.93,4.6
1154,-59.7471,-26.2045,37.67,5
1154,-21.5798,-173.8233,10,4.8
1154,22.4712,-45.0312,10,5.6
1154,-33.3532,-178.2272,10,4.8
1154,-37.0293,176.5616,442.08,4.5
1154,44.1179,148.3423,27.87,4.5
1154,43.8635,148.5956,10,4.8
1154,44.0361,148.4635,39.62,5.1
1154,-26.9004,-176.5981,10,4.6
1155,43.8552,148.6348,10,4.6
1155,-8.1431,120.5028,10,4.8
1155,52.9254,-166.883,35,4.5
1155,-8.2009,120.5444,10,4.6
1155,-26.8735,-176.2796,10,4.7
1155,-55.5364,-145.2192,10,4.5
1155,-7.4239,105.9484,53,4.6
1155,-40.0003,-16.3253,10,4.5
1155,59.9857,-152.4677,100,4.6
1155,-8.119,120.4814,10,4.6
1155,-39.8044,-16.0871,10,4.6
1155,43.9146,148.6452,10,5.1
1155,-17.7947,-116.1424,10,4.5
1155,2.4275,126.2063,76.7,4.7
1155,-3.7491,142.7969,27.4,5
1155,26.7549,126.6159,10,4.9
1155,-6.8247,130.7828,95.68,4.5
1155,-21.3177,-174.1576,10,5.3
1155,-29.5685,-176.7815,10,5.3
1155,-27.2791,-176.2652,10,4.8
1155,-27.1718,-175.8414,10,5.8
1155,-26.9137,-176.0464,10,4.6
1155,-54.9779,146.4828,10,4.5
1155,4.0892,95.9931,41.55,5.2
1155,-29.4776,-176.8609,10,5.3
1155,-59.4716,-26.6181,114.77,4.5
1156,-8.3929,107.6412,65.6,4.9
1156,-0.4295,99.1239,66.53,4.5
1156,-52.9457,10.3461,10,4.7
1156,-29.5675,-176.9925,10,5.1
1156,16.2753,-96.3774,40.18,5.3
1156,-29.8602,-176.7719,10,4.5
1156,52.346,174.0425,38.14,5.2
1156,11.7951,144.3723,10,4.6
1156,11.9324,144.3593,10,4.5
1156,11.8426,144.4165,10,4.6
1156,11.8403,144.3243,10,4.9
1156,11.7658,144.4124,10,4.6
1156,35.8038,95.7805,10,4.8
1156,43.8357,148.5349,10,4.6
1156,11.6687,144.3905,10,4.7
1156,-57.9483,-23.7865,10,4.8
1156,28.2601,57.5922,10,4.6
1156,43.8393,148.6868,10,4.5
1156,43.893,148.6192,10,4.8
1156,-14.2299,-76.3167,20.64,4.6
1156,-0.4706,-19.7894,10,5.4
1156,-3.2219,139.1318,60.23,4.9
1156,-23.3739,171.9019,10,5
1156,-6.2724,129.9649,109.81,4.5
1156,35.5378,69.7845,91.19,5.2
1156,-18.4009,-173.557,35,5
1156,-58.4565,-24.9676,35,5
1157,-30.0751,-177.7264,24,6.6
1157,-20.7856,-175.3988,10,4.8
1157,-30.1272,-177.8194,34.59,5.2
1157,-29.669,-177.3466,37.19,4.5
1157,-25.7593,-175.7097,10,4.6
1157,49.4744,155.7967,64.95,4.9
1157,-29.9863,-177.9131,47.32,5.1
1157,-3.6867,135.5213,10,4.5
1157,0.1599,-16.9871,10,5.4
1157,-29.509,-177.1209,36.54,4.8
1157,-4.9697,152.2405,38.12,5.5
1157,-3.3292,146.3079,10,4.9
1157,-0.6131,131.3754,10,5
1157,-20.0404,-176.0387,234.88,4.6
1157,-42.5893,-83.2103,10,5
1157,-58.3938,-24.9723,35,4.6
1157,0.0199,123.6145,156.2,4.6
